Index,Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Product (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Product (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U)
596,Muk,Normal,89,♀,1145,125,13,11,10,75.6,15.0,15.0,Infestation,Sludge Wave,,"2020-05-03 10:45","2020-05-03 10:45",5/3/2020,,,0,0,0,0,54.33%,1871,95.45%,18900,18,Muk,Normal,0,36.97%,2582,95.10%,158400,150,Muk,Normal,0
597,Eevee,,133,♂,674,100,7,9,5,46.7,25.0,25.0,,,,"2020-05-03 09:51","2020-05-03 09:51",5/3/2020,,,0,0,0,0,27.11%,2986,93.15%,12000,35,Umbreon,,0,53.09%,1922,95.81%,44000,63,Vaporeon,,0
598,Oddish,,43,♂,603,80,7,0,6,28.9,20.0,20.0,,,,"2020-05-03 09:51","2020-05-03 09:51",5/3/2020,,,0,0,1,0,50.84%,2014,95.19%,35000,156,Bellossom,,0,10.13%,3681,86.35%,225000,373,Vileplume,,0
599,Mankey,,56,♂,767,88,12,5,13,66.7,25.0,25.0,,,,"2020-05-02 23:09","2020-05-02 23:09",5/2/2020,,,0,0,1,0,74.53%,1044,87.21%,194000,220,Mankey,,0,78.97%,862,91.54%,194000,270,Primeape,,0
600,Pinsir,,127,♀,2131,118,6,0,5,24.4,28.0,28.0,Rock Smash,Vise Grip,,"2020-05-02 23:08","2020-05-02 23:08",5/2/2020,,,0,0,0,0,,,,,,,,,28.60%,2925,95.25%,89000,90,Pinsir,,0
601,Growlithe,,58,♂,530,83,15,14,15,97.8,15.0,15.0,,,,"2020-05-02 23:08","2020-05-02 23:08",5/2/2020,,,0,0,2,0,30.82%,2834,94.11%,7600,58,Arcanine,,0,17.19%,3392,94.67%,81900,124,Arcanine,,0
602,Diglett,Normal,50,♀,366,50,11,3,15,64.4,21.0,21.0,,,,"2020-05-02 23:08","2020-05-02 23:08",5/2/2020,,,0,0,0,0,80.29%,808,94.17%,220000,294,Dugtrio,Normal,0,80.29%,808,90.03%,220000,294,Dugtrio,Normal,0
603,Psyduck,,54,♀,574,86,15,1,7,51.1,20.0,20.0,,,,"2020-05-02 23:07","2020-05-02 23:07",5/2/2020,,,0,0,0,0,2.32%,4001,91.93%,14000,63,Golduck,,0,45.49%,2233,88.11%,225000,298,Golduck,,0
604,Grimer,Normal,88,♀,764,120,12,15,12,86.7,20.0,20.0,,,,"2020-05-02 23:07","2020-05-02 23:07",5/2/2020,,,0,0,1,0,98.63%,57,96.19%,225000,248,Grimer,Normal,0,57.97%,1722,95.96%,130000,172,Muk,Normal,0
605,Shellder,,90,♀,844,80,9,4,6,42.2,32.0,32.0,,,,"2020-05-02 23:07","2020-05-02 23:07",5/2/2020,,,0,0,1,0,37.09%,2577,81.65%,128000,162,Shellder,,0,40.39%,2442,89.43%,128000,212,Cloyster,,0
606,Zubat,,41,♂,386,83,9,13,13,77.8,22.0,22.0,,,,"2020-05-02 23:06","2020-05-02 23:06",5/2/2020,,,0,0,1,0,54.77%,1853,94.70%,40500,61,Golbat,,0,92.75%,298,97.42%,185000,321,Crobat,,0
607,Tangela,,114,♂,1225,105,10,11,13,75.6,20.0,20.0,Infestation,Solar Beam,,"2020-05-02 23:06","2020-05-02 23:06",5/2/2020,,,0,0,1,0,37.12%,2576,94.08%,24000,22,Tangela,,0,19.93%,3280,94.94%,70000,162,Tangrowth,,0
608,Bulbasaur,,1,♂,949,100,12,15,6,73.3,33.0,33.0,Tackle,Seed Bomb,,"2020-05-02 23:05","2020-05-02 23:05",5/2/2020,,,0,0,1,0,58.34%,1707,95.15%,21000,49,Ivysaur,,0,51.65%,1981,95.35%,52000,187,Venusaur,,0
609,Muk,Normal,89,♂,1140,126,10,14,11,77.8,15.0,15.0,Poison Jab,Thunder Punch,,"2020-05-02 23:05","2020-05-02 23:05",5/2/2020,,,0,0,0,0,57.19%,1754,95.58%,18900,18,Muk,Normal,0,,,,,,,,
610,Mankey,,56,♀,698,83,15,7,14,80.0,22.0,22.0,,,,"2020-05-02 23:05","2020-05-02 23:05",5/2/2020,,,0,0,1,0,41.10%,2413,94.53%,9500,59,Primeape,,0,91.94%,331,94.09%,214000,288,Primeape,,0
611,Shellder,,90,♀,592,68,14,8,13,77.8,20.0,20.0,,,,"2020-05-02 23:04","2020-05-02 23:04",5/2/2020,,,0,0,2,0,44.54%,2272,94.34%,5000,54,Cloyster,,0,,,,,,,,
612,Magnemite,,81,,909,72,7,9,15,68.9,25.0,25.0,,,,"2020-05-02 23:04","2020-05-02 23:04",5/2/2020,,,0,0,1,0,90.11%,406,91.34%,194000,220,Magnemite,,0,92.58%,305,97.67%,29500,151,Magnezone,,0
613,Chansey,,113,♀,923,344,14,7,10,68.9,27.0,27.0,Pound,Hyper Beam,,"2020-05-02 22:57","2020-05-02 22:57",5/2/2020,,,0,0,0,0,88.08%,489,92.21%,178000,206,Chansey,,0,26.69%,3003,94.09%,98000,148,Blissey,,0
614,Electabuzz,,125,♀,974,92,10,14,15,86.7,15.0,15.0,Low Kick,Thunder,,"2020-05-02 22:57","2020-05-02 22:57",5/2/2020,18.68kg,0.92m,0,0,1,1900,93.31%,275,97.76%,38400,36,Electabuzz,,0,94.82%,213,98.19%,86400,178,Electivire,,0
615,Electabuzz,,125,♀,1081,95,0,14,5,42.2,18.0,18.0,Low Kick,Thunder Punch,,"2020-05-02 22:57","2020-05-02 22:57",5/2/2020,,,0,0,2,0,94.68%,219,97.21%,2200,102,Electivire,,0,98.24%,73,98.76%,106400,194,Electivire,,0
616,Snorlax,,143,♂,1330,176,10,12,11,73.3,15.0,15.0,Lick,Earthquake,,"2020-05-02 11:56","2020-05-02 11:56",5/2/2020,,,0,0,3,0,28.18%,2942,93.58%,5700,6,Snorlax,,0,,,,,,,,
617,Starmie,,121,,1090,86,14,13,13,88.9,15.0,15.0,Hidden Power,Hydro Pump,,"2020-05-02 11:56","2020-05-02 11:56",5/2/2020,,,0,0,0,0,63.49%,1496,95.55%,23900,22,Starmie,,0,95.26%,195,97.76%,217400,226,Starmie,,0
618,Pinsir,,127,♀,2090,116,15,14,12,91.1,25.0,25.0,Fury Cutter,Superpower,,"2020-05-02 11:56","2020-05-02 11:56",5/2/2020,,,0,0,0,0,,,,,,,,,10.21%,3678,94.32%,39000,34,Pinsir,,0
619,Mankey,,56,♂,754,82,7,14,4,55.6,25.0,25.0,,,,"2020-05-02 11:55","2020-05-02 11:55",5/2/2020,,,0,0,1,0,68.77%,1280,86.12%,194000,220,Mankey,,0,64.22%,1466,89.61%,194000,270,Primeape,,0
620,Eevee,,133,♂,749,102,14,10,5,64.4,26.0,26.0,,,,"2020-05-02 11:55","2020-05-02 11:55",5/2/2020,,,0,0,1,0,83.64%,671,89.31%,186000,214,Eevee,,0,22.12%,3190,94.37%,26000,49,Vaporeon,,0
621,Nidoran♀,,29,♀,441,91,13,13,7,73.3,20.0,20.0,,,,"2020-05-02 11:54","2020-05-02 11:54",5/2/2020,,,0,0,1,0,20.88%,3241,93.49%,8000,132,Nidoqueen,,0,91.97%,330,94.56%,225000,373,Nidoqueen,,0
622,Exeggutor,Alola,103,♀,1258,116,14,12,9,77.8,15.0,15.0,Bullet Seed,Solar Beam,,"2020-05-01 21:50","2020-05-01 21:50",4/17/2020,,,0,0,0,0,14.58%,3499,92.93%,9800,10,Exeggutor,Alola,0,20.88%,3241,94.87%,91400,82,Exeggutor,Alola,0
623,Venipede,,543,♀,573,82,15,13,12,88.9,29.0,29.0,,,,"2020-05-01 19:26","2020-05-01 19:26",4/30/2020,,,0,0,4,0,99.17%,35,97.07%,160000,215,Whirlipede,,0,98.29%,71,96.73%,160000,315,Scolipede,,0
624,Cranidos,,408,♂,1235,112,13,14,2,64.4,25.0,25.0,Take Down,Ancient Power,,"2020-05-01 19:26","2020-05-01 19:26",4/30/2020,34.86kg,0.91m,0,0,0,4000,56.14%,1797,94.90%,49000,42,Cranidos,,0,60.68%,1611,95.71%,20500,68,Rampardos,,0
625,Trubbish,,568,♀,564,88,15,15,11,91.1,20.0,20.0,,,,"2020-05-01 19:26","2020-05-01 19:26",4/30/2020,,,0,0,1,0,58.78%,1689,95.32%,14000,63,Garbodor,,0,99.17%,35,97.53%,225000,298,Garbodor,,0
626,Eevee,,133,♂,901,112,15,7,4,57.8,33.0,33.0,,,,"2020-05-01 19:25","2020-05-01 19:25",5/1/2020,,,0,0,0,0,72.72%,1118,87.15%,116000,150,Eevee,,0,3.03%,3972,93.11%,7000,33,Jolteon,,0
627,Shellder,,90,♂,587,64,9,5,1,33.3,22.0,22.0,,,,"2020-05-01 19:25","2020-05-01 19:25",5/1/2020,,,0,0,2,0,21.61%,3211,93.15%,3000,53,Cloyster,,0,17.07%,3397,86.59%,214000,288,Cloyster,,0
628,Aron,,304,♀,878,100,4,15,10,64.4,26.0,26.0,,,,"2020-05-01 19:25","2020-05-01 19:25",5/1/2020,,,0,0,1,0,90.87%,375,96.96%,12500,37,Lairon,,0,87.30%,521,97.53%,58000,177,Aggron,,0
629,Aipom,,190,♂,817,99,9,9,10,62.2,23.0,23.0,,,,"2020-05-01 19:25","2020-05-01 19:25",5/1/2020,,,0,0,2,0,79.44%,843,96.39%,0,100,Ambipom,,0,72.50%,1127,91.15%,208000,332,Ambipom,,0
630,Exeggutor,Alola,103,♀,1265,119,10,15,15,88.9,15.0,15.0,Dragon Tail,Dragon Pulse,,"2020-05-01 19:25","2020-05-01 19:25",5/1/2020,,,0,0,0,0,76.09%,980,96.05%,9800,10,Exeggutor,Alola,0,81.39%,763,97.34%,91400,82,Exeggutor,Alola,0
631,Heatmor,,631,♂,1343,125,14,13,12,86.7,20.0,20.0,Fire Spin,Thunder Punch,,"2020-05-01 19:24","2020-05-01 19:24",5/1/2020,,,0,0,1,0,34.04%,2702,94.33%,11000,10,Heatmor,,0,97.83%,90,96.41%,225000,248,Heatmor,,0
632,Zubat,,41,♂,297,76,4,4,12,44.4,19.0,19.0,,,,"2020-05-01 19:24","2020-05-01 19:24",5/1/2020,,,0,0,1,0,78.17%,895,96.24%,13000,136,Crobat,,0,,,,,,,,
633,Mankey,,56,♀,789,88,6,12,10,62.2,26.0,26.0,,,,"2020-05-01 19:24","2020-05-01 19:24",5/1/2020,,,0,0,1,0,78.90%,865,88.10%,186000,214,Mankey,,0,77.88%,907,91.38%,186000,264,Primeape,,0
634,Exeggcute,,102,♂,789,117,1,4,11,35.6,28.0,28.0,,,,"2020-05-01 19:22","2020-05-01 19:22",5/1/2020,,,0,0,1,0,17.07%,3397,79.74%,169000,198,Exeggcute,,0,78.85%,867,97.08%,67000,114,Exeggutor,Normal,0
635,Pinsir,,127,♂,1490,96,13,4,2,42.2,19.0,19.0,Bug Bite,X-Scissor,,"2020-05-01 19:22","2020-05-01 19:22",5/1/2020,,,0,0,0,0,30.21%,2859,93.76%,0,0,Pinsir,,0,,,,,,,,
636,Cranidos,,408,♂,1003,105,14,12,10,80.0,20.0,20.0,,,,"2020-05-01 19:22","2020-05-01 19:22",5/1/2020,,,0,0,0,0,30.92%,2830,93.69%,70000,62,Cranidos,,0,45.76%,2222,95.15%,47000,92,Rampardos,,0
637,Eevee,,133,♂,716,100,11,8,2,46.7,26.0,26.0,,,,"2020-05-01 12:54","2020-05-01 12:54",4/26/2020,,,0,0,0,0,9.82%,3694,91.90%,0,25,Umbreon,,0,,,,,,,,
638,Gulpin,,316,♀,621,122,11,15,4,66.7,27.0,27.0,,,,"2020-05-01 12:53","2020-05-01 12:53",4/26/2020,5.48kg,0.28m,0,0,2,4500,26.03%,3030,93.53%,4500,54,Swalot,,0,85.42%,598,92.78%,178000,256,Swalot,,0
639,Larvitar,,246,♂,502,87,6,7,13,57.8,19.0,19.0,,,,"2020-05-01 12:53","2020-05-01 12:53",4/26/2020,,,0,0,1,0,67.11%,1348,96.04%,135000,151,Pupitar,,0,77.75%,912,96.94%,29000,151,Tyranitar,,0
640,Smeargle,,235,♂,21,29,9,7,5,46.7,2.5,2.5,,,,"2020-05-01 12:53","2020-05-01 12:53",4/26/2020,,,0,0,0,0,54.36%,1870,76.66%,269400,301,Smeargle,,0,54.36%,1870,76.66%,269400,301,Smeargle,,0
641,Palpitoad,,536,♀,752,115,10,12,12,75.6,20.0,20.0,,,,"2020-05-01 12:53","2020-05-01 12:53",4/26/2020,,,0,0,1,0,42.00%,2376,94.38%,5000,104,Seismitoad,,0,,,,,,,,
642,Eevee,,133,♂,823,111,7,9,5,46.7,31.0,31.0,,,,"2020-05-01 12:53","2020-05-01 12:53",4/26/2020,,,0,0,1,0,46.35%,2198,83.34%,140000,174,Eevee,,0,41.03%,2416,95.71%,38000,65,Leafeon,,0
643,Murkrow,,198,♂,727,89,12,14,8,75.6,17.0,17.0,,,,"2020-05-01 12:53","2020-05-01 12:53",4/26/2020,,,0,0,1,0,26.47%,3012,93.51%,11300,110,Honchkrow,,0,,,,,,,,
644,Yanma,,193,♂,1030,113,11,9,0,44.4,27.0,27.0,Wing Attack,Silver Wind,,"2020-05-01 12:53","2020-05-01 12:53",4/26/2020,51.11kg,1.29m,0,0,1,4500,44.05%,2292,84.35%,178000,206,Yanma,,0,15.38%,3466,94.52%,69000,164,Yanmega,,0
645,Illumise,,314,♀,990,105,13,13,14,88.9,20.0,20.0,Struggle Bug,Dazzling Gleam,,"2020-05-01 12:52","2020-05-01 12:52",4/26/2020,16.22kg,0.64m,0,0,1,2500,62.91%,1520,95.26%,80000,70,Illumise,,0,98.71%,54,96.95%,225000,248,Illumise,,0
646,Swoobat,,528,♀,1131,121,2,6,12,44.4,26.0,26.0,Air Slash,Futuresight,,"2020-05-01 12:52","2020-05-01 12:52",4/26/2020,11.26kg,0.87m,0,0,0,4000,75.21%,1016,96.53%,157000,172,Swoobat,,0,37.66%,2554,85.19%,186000,214,Swoobat,,0
647,Ninetales,Normal,38,♂,983,102,3,0,10,28.9,17.0,17.0,Fire Spin,Solar Beam,,"2020-05-01 12:52","2020-05-01 12:52",4/26/2020,,,0,0,1,0,47.28%,2160,94.71%,48800,43,Ninetales,Normal,0,12.21%,3596,84.34%,238800,260,Ninetales,Normal,0
648,Chansey,,113,♀,962,365,7,9,5,46.7,32.0,32.0,Zen Headbutt,Hyper Beam,,"2020-05-01 12:52","2020-05-01 12:52",4/26/2020,63.52kg,1.45m,0,0,1,6000,49.67%,2062,83.86%,128000,162,Chansey,,0,84.35%,642,97.07%,108000,182,Blissey,,0
649,Eevee,,133,♂,678,106,3,5,11,42.2,26.0,26.0,,,,"2020-05-01 12:52","2020-05-01 12:52",4/26/2020,,,0,0,0,0,89.72%,422,97.14%,12500,37,Umbreon,,0,84.54%,634,97.50%,91000,113,Leafeon,,0
650,Eevee,,133,♀,496,86,5,7,3,33.3,19.0,19.0,,,,"2020-05-01 12:52","2020-05-01 12:52",4/25/2020,,,0,0,2,0,83.42%,680,96.24%,5000,29,Jolteon,,0,71.14%,1183,96.60%,96000,109,Vaporeon,,0
651,Eevee,,133,♂,471,85,10,6,9,55.6,17.0,17.0,,,,"2020-05-01 12:52","2020-05-01 12:52",4/27/2020,,,0,0,2,0,75.21%,1016,95.92%,2200,27,Espeon,,0,41.56%,2394,95.72%,122800,135,Leafeon,,0
652,Escavalier,,589,♂,1571,108,12,6,10,62.2,20.0,20.0,Bug Bite,Megahorn,,"2020-05-01 12:52","2020-05-01 12:52",3/24/2020,41.51kg,1.11m,0,0,0,2500,,,,,,,,,26.47%,3012,95.18%,116000,106,Escavalier,,0
653,Feebas,,349,♂,170,59,15,5,6,57.8,24.0,24.0,,,,"2020-05-01 12:52","2020-05-01 12:52",4/27/2020,,,0,0,1,0,82.34%,724,80.89%,201000,226,Feebas,,0,10.89%,3650,94.19%,56000,148,Milotic,,0
654,Primeape,,57,♀,1587,112,15,14,6,77.8,25.0,25.0,Counter,Close Combat,,"2020-05-01 12:52","2020-05-01 12:52",4/27/2020,,,0,0,1,0,,,,,,,,,92.94%,290,94.38%,194000,220,Primeape,,0
655,Aron,,304,♂,571,77,13,13,8,75.6,16.0,16.0,,,,"2020-05-01 12:52","2020-05-01 12:52",4/27/2020,,,0,0,2,0,71.16%,1182,95.89%,8200,133,Aggron,,0,30.26%,2857,94.97%,92600,207,Aggron,,0
656,Woobat,,527,♀,650,108,14,10,3,60.0,24.0,24.0,,,,"2020-05-01 12:52","2020-05-01 12:52",4/27/2020,,,0,0,0,0,10.26%,3676,92.74%,106000,150,Swoobat,,0,72.70%,1119,89.70%,201000,276,Swoobat,,0
657,Galvantula,,596,♂,1468,119,14,11,11,80.0,24.0,24.0,Volt Switch,Bug Buzz,,"2020-05-01 12:51","2020-05-01 12:51",4/27/2020,,,0,0,3,0,75.60%,1000,95.93%,3500,3,Galvantula,,0,94.26%,236,94.78%,201000,226,Galvantula,,0
658,Joltik,,595,♀,650,98,7,7,11,55.6,25.0,25.0,,,,"2020-05-01 12:51","2020-05-01 12:51",4/27/2020,,,0,0,2,0,64.44%,1457,95.37%,4000,53,Galvantula,,0,60.27%,1628,89.05%,194000,270,Galvantula,,0
659,Delcatty,,301,♀,1167,131,10,4,8,48.9,30.0,30.0,,,,"2020-05-01 12:51","2020-05-01 12:51",4/27/2020,,,0,0,4,0,47.86%,2136,86.08%,150000,182,Delcatty,,0,47.86%,2136,86.08%,150000,182,Delcatty,,0
660,Eevee,,133,♂,681,106,7,5,13,55.6,25.0,25.0,,,,"2020-05-01 12:51","2020-05-01 12:51",4/27/2020,,,0,0,1,0,63.42%,1499,95.30%,12000,35,Umbreon,,0,79.98%,821,97.20%,60000,77,Flareon,,0
661,Eevee,,133,♂,472,85,9,8,10,60.0,17.0,17.0,,,,"2020-05-01 12:51","2020-05-01 12:51",4/27/2020,,,0,0,2,0,86.06%,572,96.62%,2200,27,Espeon,,0,,,,,,,,
662,Eevee,,133,♂,429,82,8,14,14,80.0,15.0,15.0,,,,"2020-05-01 12:51","2020-05-01 12:51",4/27/2020,,,0,0,0,0,95.29%,194,97.58%,7600,33,Espeon,,0,93.72%,258,98.16%,112400,125,Leafeon,,0
663,Vespiquen,,416,♀,1107,108,12,14,10,80.0,20.0,20.0,Poison Sting,X-Scissor,,"2020-05-01 12:51","2020-05-01 12:51",4/27/2020,,,0,0,4,0,59.24%,1670,95.31%,47000,42,Vespiquen,,0,94.60%,222,95.03%,225000,248,Vespiquen,,0
664,Zebstrika,,523,♂,1486,120,0,11,3,31.1,24.0,24.0,Spark,Flame Charge,,"2020-05-01 12:51","2020-05-01 12:51",4/27/2020,60.22kg,1.39m,0,0,0,3500,85.93%,577,97.00%,0,0,Zebstrika,,0,,,,,,,,
665,Blitzle,,522,♀,441,85,4,3,11,40.0,21.0,21.0,,,,"2020-05-01 12:51","2020-05-01 12:51",3/8/2020,,,0,0,1,0,37.02%,2580,94.56%,15500,65,Zebstrika,,0,26.74%,3001,85.87%,220000,294,Zebstrika,,0
666,Mareep,,179,♂,370,79,11,9,14,75.6,14.0,14.0,,,,"2020-05-01 12:51","2020-05-01 12:51",4/27/2020,,,0,0,1,0,72.31%,1135,96.25%,19600,145,Ampharos,,0,61.93%,1560,96.68%,140600,255,Ampharos,,0
667,Minccino,,572,♀,514,94,15,9,5,64.4,22.0,22.0,,,,"2020-05-01 12:51","2020-05-01 12:51",4/27/2020,,,0,0,1,0,27.47%,2971,93.89%,16500,65,Cinccino,,0,73.26%,1096,90.88%,214000,288,Cinccino,,0
668,Bulbasaur,,1,♂,569,82,6,9,10,55.6,20.0,20.0,,,,"2020-05-01 12:50","2020-05-01 12:50",1/11/2020,,,0,0,2,0,64.91%,1438,95.71%,2500,127,Venusaur,,0,,,,,,,,
669,Accelgor,,617,♀,857,96,5,15,10,66.7,13.0,13.0,Infestation,Acid Spray,,"2020-05-01 12:50","2020-05-01 12:50",1/23/2020,35.74kg,0.96m,0,0,0,1600,87.94%,495,96.95%,41800,41,Accelgor,,0,89.69%,423,93.38%,252800,276,Accelgor,,0
670,Castform,Sunny,351,♂,1094,124,6,14,15,77.8,25.0,25.0,,,,"2020-05-01 12:50","2020-05-01 12:50",4/27/2020,,,0,0,4,0,99.41%,25,99.25%,165000,178,Castform,Sunny,0,92.16%,322,93.54%,194000,220,Castform,Sunny,0
671,Pidove,,519,♀,432,86,7,5,5,37.8,21.0,21.0,,,,"2020-05-01 12:50","2020-05-01 12:50",4/28/2020,2.45kg,0.36m,0,0,2,3000,72.09%,1144,95.83%,0,62,Unfezant,,0,59.34%,1666,96.17%,220000,306,Unfezant,,0
672,Volbeat,,313,♂,1003,105,15,14,13,93.3,20.0,20.0,Struggle Bug,Signal Beam,,"2020-05-01 12:50","2020-05-01 12:50",4/28/2020,7.98kg,0.65m,0,0,1,2500,11.58%,3622,92.43%,70000,62,Volbeat,,0,99.83%,8,98.74%,225000,248,Volbeat,,0
673,Pidove,,519,♀,641,107,9,10,12,68.9,29.0,29.0,,,,"2020-05-01 12:50","2020-05-01 12:50",4/28/2020,,,0,0,2,0,84.71%,627,90.93%,160000,202,Tranquill,,0,79.39%,845,97.16%,104000,174,Unfezant,,0
674,Bronzor,,436,,225,87,5,11,15,68.9,16.0,16.0,,,,"2020-05-01 12:50","2020-05-01 12:50",4/28/2020,,,0,0,4,0,95.19%,198,97.89%,48600,94,Bronzong,,0,82.03%,737,92.66%,242600,314,Bronzong,,0
675,Aron,,304,♀,687,87,15,7,13,77.8,19.0,19.0,,,,"2020-05-01 12:49","2020-05-01 12:49",4/28/2020,,,0,0,1,0,28.23%,2940,93.40%,44000,63,Lairon,,0,16.00%,3441,94.29%,75000,191,Aggron,,0
676,Eevee,,133,♂,777,109,11,4,9,53.3,28.0,28.0,,,,"2020-05-01 12:49","2020-05-01 12:49",4/28/2020,,,0,0,1,0,57.88%,1726,84.92%,169000,198,Eevee,,0,30.16%,2861,95.29%,53000,73,Leafeon,,0
677,Bagon,,371,♀,457,71,7,4,5,35.6,16.0,16.0,,,,"2020-05-01 12:49","2020-05-01 12:49",4/28/2020,,,0,0,4,0,30.38%,2852,93.77%,78100,95,Shelgon,,0,23.61%,3129,94.75%,48600,169,Salamence,,0
678,Eevee,,133,♂,488,88,8,4,10,48.9,18.0,18.0,,,,"2020-05-01 12:48","2020-05-01 12:48",4/29/2020,,,0,0,0,0,84.74%,626,96.35%,6900,31,Jolteon,,0,59.17%,1673,96.33%,106400,119,Flareon,,0
679,Hoothoot,,163,♂,381,109,1,14,13,62.2,24.0,24.0,,,,"2020-05-01 12:48","2020-05-01 12:48",4/29/2020,,,0,0,0,0,99.34%,28,98.83%,36500,82,Noctowl,,0,67.84%,1318,90.24%,201000,276,Noctowl,,0
680,Tepig,,498,♂,613,104,15,15,12,93.3,20.0,20.0,,,,"2020-05-01 12:48","2020-05-01 12:48",4/29/2020,,,0,0,1,0,27.03%,2989,93.90%,47000,67,Pignite,,0,73.85%,1072,96.75%,70000,187,Emboar,,0
681,Eevee,,133,♂,741,107,15,7,15,82.2,25.0,25.0,,,,"2020-05-01 12:48","2020-05-01 12:48",4/29/2020,,,0,0,1,0,96.41%,148,93.80%,194000,220,Eevee,,0,63.44%,1498,96.49%,39000,59,Flareon,,0
682,Magikarp,,129,♀,194,63,15,13,8,80.0,26.0,26.0,,,,"2020-05-01 12:48","2020-05-01 12:48",4/29/2020,,,0,0,5,0,97.41%,107,90.56%,186000,214,Magikarp,,0,18.14%,3353,93.96%,0,400,Gyarados,,0
683,Eevee,,133,♀,448,82,14,13,13,88.9,15.0,15.0,,,,"2020-05-01 12:47","2020-05-01 12:47",4/29/2020,,,0,0,0,0,42.22%,2367,94.33%,5700,31,Espeon,,0,,,,,,,,
684,Cranidos,,408,♂,1298,120,14,7,6,60.0,27.0,27.0,Take Down,Bulldoze,,"2020-05-01 12:47","2020-05-01 12:47",4/29/2020,35.99kg,1m,0,0,0,4500,12.77%,3573,92.53%,50000,44,Cranidos,,0,46.89%,2176,95.19%,9000,58,Rampardos,,0
685,Roselia,,315,♂,1062,89,6,8,6,44.4,22.0,22.0,,,,"2020-05-01 12:47","2020-05-01 12:47",4/29/2020,,,0,0,4,0,65.89%,1398,95.85%,86000,76,Roselia,,0,55.38%,1828,96.40%,105000,196,Roserade,,0
686,Chinchou,,170,♂,612,119,9,0,9,40.0,22.0,22.0,,,,"2020-05-01 12:47","2020-05-01 12:47",4/29/2020,,,0,0,0,0,16.48%,3421,92.84%,40500,86,Lanturn,,0,21.61%,3211,84.83%,214000,288,Lanturn,,0
687,Eevee,,133,♂,471,85,4,9,4,37.8,18.0,18.0,,,,"2020-05-01 12:47","2020-05-01 12:47",4/29/2020,,,0,0,0,0,81.68%,751,96.46%,6900,31,Leafeon,,0,73.09%,1103,96.41%,170400,193,Jolteon,,0
688,Klink,,599,,511,77,11,12,10,73.3,20.0,20.0,,,,"2020-05-01 12:46","2020-05-01 12:46",4/29/2020,,,0,0,2,0,44.74%,2264,94.45%,2500,127,Klinklang,,0,,,,,,,,
689,Accelgor,,617,♀,1598,134,6,5,11,48.9,25.0,25.0,Acid,Bug Buzz,,"2020-05-01 12:46","2020-05-01 12:46",4/27/2020,,,0,0,0,0,,,,,,,,,42.15%,2370,86.85%,194000,220,Accelgor,,0
690,Diglett,Alola,50,♀,283,40,15,13,12,88.9,15.0,15.0,,,,"2020-05-01 12:46","2020-05-01 12:46",4/30/2020,,,0,0,1,0,37.97%,2541,94.36%,77400,120,Dugtrio,Alola,0,98.80%,50,96.73%,246400,318,Dugtrio,Alola,0
691,Cyndaquil,,155,♂,429,68,10,8,7,55.6,17.0,17.0,,,,"2020-05-01 12:46","2020-05-01 12:46",4/30/2020,,,0,0,2,0,30.21%,2859,93.83%,8800,133,Typhlosion,,0,,,,,,,,
692,Shelmet,,616,♂,210,59,10,6,5,46.7,10.0,10.0,,,,"2020-05-01 12:46","2020-05-01 12:46",4/30/2020,,,0,0,1,0,13.46%,3545,93.05%,52000,254,Accelgor,,0,42.03%,2375,86.84%,260000,486,Accelgor,,0
693,Eevee,,133,♂,685,105,0,9,6,33.3,27.0,27.0,,,,"2020-05-01 12:46","2020-05-01 12:46",4/30/2020,,,0,0,1,0,79.54%,839,96.34%,9000,33,Umbreon,,0,90.13%,405,97.88%,106000,133,Leafeon,,0
694,Natu,,177,♀,642,84,6,0,9,33.3,24.0,24.0,,,,"2020-05-01 12:46","2020-05-01 12:46",4/30/2020,,,0,0,1,0,34.60%,2679,94.12%,19000,66,Xatu,,0,14.87%,3487,83.64%,201000,276,Xatu,,0
695,Illumise,,314,♀,985,109,0,10,12,48.9,22.0,22.0,Struggle Bug,Bug Buzz,,"2020-04-29 14:37","2020-04-29 14:37",4/26/2020,20.39kg,0.68m,0,0,1,3000,99.49%,22,98.73%,158000,160,Illumise,,0,43.96%,2296,86.75%,214000,238,Illumise,,0
696,Illumise,,314,♀,1113,112,3,7,6,35.6,25.0,25.0,Struggle Bug,Silver Wind,,"2020-04-29 14:37","2020-04-29 14:37",4/25/2020,24.65kg,0.72m,0,0,1,4000,65.47%,1415,95.42%,138000,142,Illumise,,0,21.10%,3232,83.90%,194000,220,Illumise,,0
697,Volbeat,,313,♂,1097,114,0,7,8,33.3,25.0,25.0,Tackle,Thunderbolt,,"2020-04-29 14:36","2020-04-29 14:36",4/24/2020,25.26kg,0.85m,0,0,1,4000,90.13%,405,97.04%,156000,166,Volbeat,,0,17.88%,3364,83.42%,194000,220,Volbeat,,0
