Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Product (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Product (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U)
Luxio,,404,?,794,101,11,6,15,71.1,20,20,,,,2020-40-07 14:40,2020-40-07 14:40,4/9/2020,,,0,0,0,0,80.22%,811,89.71%,225000,248,Luxio,,0,42.98%,2336,95.67%,109000,198,Luxray,,0
Cranidos,,408,?,1235,112,13,14,2,64.4,25,25,Take Down,Ancient Power,,2020-26-01 19:26,2020-26-01 19:26,4/30/2020,34.86kg,0.91m,0,0,0,4000,56.14%,1797,94.90%,49000,42,Cranidos,,0,60.68%,1611,95.71%,20500,68,Rampardos,,0
Cranidos,,408,?,1003,105,14,12,10,80,20,20,,,,2020-22-01 19:22,2020-22-01 19:22,5/1/2020,,,0,0,0,0,30.92%,2830,93.69%,70000,62,Cranidos,,0,45.76%,2222,95.15%,47000,92,Rampardos,,0
Cranidos,,408,?,1298,120,14,7,6,60,27,27,Take Down,Bulldoze,,2020-47-01 12:47,2020-47-01 12:47,4/29/2020,35.99kg,1m,0,0,0,4500,12.77%,3573,92.53%,50000,44,Cranidos,,0,46.89%,2176,95.19%,9000,58,Rampardos,,0
Cranidos,,408,?,429,69,9,10,6,55.6,9,9,Zen Headbutt,Rock Tomb,,2020-39-28 19:39,2020-39-28 19:39,2/7/2020,37.32kg,0.94m,0,0,0,1000,67.55%,1330,95.51%,140000,132,Cranidos,,0,69.30%,1258,96.07%,93000,140,Rampardos,,0
Shieldon,,410,?,473,65,15,15,10,88.9,19,19,Tackle,Ancient Power,,2020-41-28 19:41,2020-41-28 19:41,1/28/2020,69.61kg,0.52m,0,0,0,2500,96.39%,149,97.58%,210000,272,Bastiodon,,0,98.83%,49,97.01%,230000,302,Bastiodon,,0
Burmy,,412,?,254,78,14,10,15,86.7,19,19,Bug Bite,Struggle,,2020-40-28 19:40,2020-40-28 19:40,1/29/2020,3.22kg,0.19m,0,0,0,2500,33.26%,2734,94.32%,80000,120,Wormadam,Plant,0,,,,,,,,
Wormadam,Sandy,413,?,989,98,14,14,10,84.4,20,20,,,,2020-50-28 14:50,2020-50-28 14:50,3/8/2020,,,0,0,0,0,41.71%,2388,94.76%,80000,70,Wormadam,Sandy,0,97.66%,97,95.90%,225000,248,Wormadam,Sandy,0
Mothim,,414,?,1015,109,15,12,12,86.7,20,20,Bug Bite,Aerial Ace,,2020-51-28 14:51,2020-51-28 14:51,3/21/2020,25.29kg,0.96m,0,0,4,2500,52.63%,1941,95.06%,70000,62,Mothim,,0,97.80%,91,96.02%,225000,248,Mothim,,0
Vespiquen,,416,?,1107,108,12,14,10,80,20,20,Poison Sting,X-Scissor,,2020-51-01 12:51,2020-51-01 12:51,4/27/2020,,,0,0,4,0,59.24%,1670,95.31%,47000,42,Vespiquen,,0,94.60%,222,95.03%,225000,248,Vespiquen,,0
Buizel,,418,?,212,54,15,5,0,44.4,8,8,Quick Attack,Aqua Jet,,2020-44-28 19:44,2020-44-28 19:44,1/23/2020,42.21kg,0.76m,0,0,0,800,4.00%,3932,91.94%,55600,108,Floatzel,,0,32.01%,2785,85.66%,263600,340,Floatzel,,0
Cherubi,,420,?,534,83,15,14,12,91.1,20,20,,,,2020-36-18 13:36,2020-36-18 13:36,5/18/2020,,,0,0,1,0,24.27%,3102,93.66%,35000,81,Cherrim,,0,99.41%,25,98.05%,225000,298,Cherrim,,0
Cherrim,,421,?,1499,125,13,12,10,77.8,26.5,26.5,Razor Leaf,Dazzling Gleam,,7/15/2020 20:07,7/15/2020 20:07,3/17/2020,8.07kg,0.47m,0,0,0,0,69.60%,1246,95.90%,0,0,Cherrim,,0,93.43%,270,94.51%,182000,210,Cherrim,,0
Cherrim,,421,?,1235,113,15,7,9,68.9,22,22,Razor Leaf,Hyper Beam,,2020-17-28 19:17,2020-17-28 19:17,3/14/2020,12.03kg,0.57m,0,0,0,3000,17.75%,3369,93.25%,32000,28,Cherrim,,0,85.64%,589,92.65%,214000,238,Cherrim,,0
Shellos,,422,?,532,108,10,7,9,57.8,18,18,Mud-Slap,Water Pulse,,2020-18-28 19:18,2020-18-28 19:18,3/14/2020,8.34kg,0.33m,0,0,0,2200,52.89%,1930,95.04%,33400,80,Gastrodon,,0,63.05%,1514,90.09%,234400,306,Gastrodon,,0
Drifloon,,425,?,204,75,6,6,9,46.7,7,7,Astonish,Ominous Wind,,2020-58-28 19:58,2020-58-28 19:58,1/3/2020,1.67kg,0.47m,0,0,0,800,53.21%,1917,94.48%,64200,116,Drifblim,,0,38.49%,2520,86.34%,265200,342,Drifblim,,0
Buneary,,427,?,1044,117,12,4,11,60,33,33,Pound,Swift,,2020-50-01 12:50,2020-50-01 12:50,4/28/2020,7.85kg,0.48m,0,0,0,7000,67.08%,1349,86.85%,116000,150,Buneary,,0,74.41%,1049,91.08%,116000,200,Lopunny,,0
Stunky,,434,?,510,95,10,5,14,64.4,17,17,,,,2020-55-26 19:55,2020-55-26 19:55,4/26/2020,,,0,0,0,0,51.79%,1975,95.01%,34300,81,Skuntank,,0,66.74%,1363,90.38%,238800,310,Skuntank,,0
Stunky,,434,?,727,114,10,6,15,68.9,24,24,Bite,Sludge Bomb,,2020-27-28 19:27,2020-27-28 19:27,3/8/2020,21.27kg,0.4m,0,0,1,3500,76.95%,945,88.07%,201000,226,Stunky,,0,75.75%,994,91.52%,201000,276,Skuntank,,0
Bronzor,,436,,225,87,5,11,15,68.9,16,16,,,,2020-50-01 12:50,2020-50-01 12:50,4/28/2020,,,0,0,0,0,95.19%,198,97.89%,48600,94,Bronzong,,0,82.03%,737,92.66%,242600,314,Bronzong,,0
Bronzor,,436,,319,95,12,12,11,77.8,20,20,Confusion,Gyro Ball,,3/28/2020 19:03,3/28/2020 19:03,3/27/2020,66.83kg,0.54m,0,0,4,2500,36.58%,2598,94.31%,24000,72,Bronzong,,0,93.28%,276,94.97%,225000,298,Bronzong,,0
Happiny,,440,?,192,143,12,12,15,86.7,20,20,Pound,Psychic,,2020-55-22 12:55,2020-55-22 12:55,4/14/2020,23.77kg,0.59m,0,0,0,2500,93.16%,281,93.99%,225000,273,Chansey,,0,55.90%,1807,95.42%,137000,205,Blissey,,0
Happiny,,440,?,198,140,13,14,11,84.4,20,20,Pound,Psychic,,2020-55-22 12:55,2020-55-22 12:55,4/9/2020,22.76kg,0.59m,0,0,0,2500,97.00%,124,95.92%,225000,273,Chansey,,0,50.50%,2028,95.17%,130000,197,Blissey,,0
Gible,,443,?,616,98,14,11,14,86.7,20,20,,,,2020-56-19 20:56,2020-56-19 20:56,5/19/2020,,,0,0,1,0,45.08%,2250,94.53%,60500,79,Gabite,,0,17.41%,3383,94.23%,11000,135,Garchomp,,0
Gible,,443,?,609,97,12,12,13,82.2,20,20,,,,2020-55-19 20:55,2020-55-19 20:55,5/19/2020,,,0,0,2,0,24.96%,3074,93.47%,60500,79,Gabite,,0,78.19%,894,96.74%,14000,138,Garchomp,,0
Gible,,443,?,606,96,12,13,10,77.8,20,20,,,,3/6/2020 22:03,3/6/2020 22:03,5/6/2020,,,0,0,1,0,56.04%,1801,95.06%,65000,83,Gabite,,0,60.05%,1637,95.99%,14000,138,Garchomp,,0
Munchlax,,446,?,1043,179,10,15,14,86.7,20,20,Lick,Body Slam,,2020-58-26 07:58,2020-58-26 07:58,4/15/2020,75.08kg,0.52m,0,0,0,2500,57.46%,1743,95.37%,60500,54,Munchlax,,0,49.62%,2064,95.76%,51500,96,Snorlax,,0
Riolu,,447,?,539,80,10,13,14,82.2,20,20,Counter,Low Sweep,,7/12/2020 20:07,7/12/2020 20:07,4/12/2020,,,0,0,5,0,97.34%,110,98.22%,0,50,Lucario,,0,,,,,,,,
Hippopotas,,449,?,57,30,13,7,14,75.6,2,2,Tackle,Rock Tomb,,2020-59-28 19:59,2020-59-28 19:59,12/28/2019,49.31kg,0.8m,0,0,1,200,68.45%,1293,95.92%,33000,94,Hippowdon,,0,29.69%,2880,95.16%,109600,162,Hippowdon,,0
Hippopotas,,449,?,750,109,13,10,15,84.4,20,20,Bite,Dig,,2020-38-28 19:38,2020-38-28 19:38,2/9/2020,69.89kg,0.92m,0,0,0,2500,96.58%,141,94.86%,225000,248,Hippopotas,,0,15.97%,3442,94.41%,60500,104,Hippowdon,,0
Skorupi,,451,?,565,79,15,11,13,86.7,20,20,Poison Sting,Sludge Bomb,,2020-36-28 19:36,2020-36-28 19:36,2/19/2020,11.92kg,0.78m,0,0,0,2500,33.11%,2740,94.18%,8000,57,Drapion,,0,98.83%,49,97.49%,225000,298,Drapion,,0
Toxicroak,,454,?,1391,124,13,12,14,86.7,20,20,Poison Jab,Mud Bomb,,2020-52-28 14:52,2020-52-28 14:52,4/1/2020,52.87kg,1.29m,0,0,2,2500,80.32%,807,95.94%,8000,7,Toxicroak,,0,98.24%,73,97.11%,225000,248,Toxicroak,,0
Finneon,,456,?,528,87,12,12,12,80,20,20,Pound,Ice Beam,,2020-44-22 23:44,2020-44-22 23:44,4/22/2020,,,0,0,0,0,60.78%,1607,95.66%,75000,116,Lumineon,,0,94.70%,218,94.52%,225000,298,Lumineon,,0
Lumineon,,457,?,896,107,7,1,14,48.9,19,19,Water Gun,Water Pulse,,2020-38-28 19:38,2020-38-28 19:38,2/8/2020,31.79kg,1.5m,0,0,0,2500,57.90%,1725,95.49%,121000,110,Lumineon,,0,47.45%,2153,87.12%,230000,252,Lumineon,,0
Snover,,459,?,49,26,15,12,7,75.6,2,2,Ice Shard,Energy Ball,,2020-59-28 19:59,2020-59-28 19:59,12/28/2019,55.06kg,1.12m,0,0,1,200,12.04%,3603,93.00%,58600,117,Abomasnow,,0,93.82%,254,94.90%,269600,352,Abomasnow,,0
Snover,,459,?,646,99,13,15,12,88.9,20,20,Powder Snow,Energy Ball,,2020-27-28 19:27,2020-27-28 19:27,3/8/2020,37.7kg,0.91m,0,0,2,2500,64.52%,1454,95.74%,14000,63,Abomasnow,,0,99.37%,27,97.83%,225000,298,Abomasnow,,0
Snivy,,495,?,469,84,14,11,13,84.4,20,20,,,,2020-39-04 18:39,2020-39-04 18:39,5/4/2020,,,0,0,0,0,58.75%,1690,95.30%,20500,144,Serperior,,0,98.02%,82,96.98%,225000,373,Serperior,,0
Servine,,496,?,808,100,14,13,13,88.9,20,20,Vine Whip,Wrap,,2020-52-28 14:52,2020-52-28 14:52,4/2/2020,14.88kg,0.82m,0,0,0,2500,21.10%,3232,93.39%,17000,116,Serperior,,0,99.10%,38,97.88%,225000,348,Serperior,,0
Tepig,,498,?,587,103,11,13,11,77.8,20,20,,,,2020-38-04 18:38,2020-38-04 18:38,5/4/2020,,,0,0,1,0,47.11%,2167,94.96%,56000,75,Pignite,,0,74.31%,1053,96.77%,80000,195,Emboar,,0
Tepig,,498,?,613,104,15,15,12,93.3,20,20,,,,2020-48-01 12:48,2020-48-01 12:48,4/29/2020,,,0,0,1,0,27.03%,2989,93.90%,47000,67,Pignite,,0,73.85%,1072,96.75%,70000,187,Emboar,,0
Tepig,,498,?,323,76,13,11,10,75.6,11,11,Tackle,Flamethrower,,2020-46-28 19:46,2020-46-28 19:46,1/14/2020,8.99kg,0.43m,0,0,0,1300,49.69%,2061,95.17%,23600,153,Emboar,,0,59.37%,1665,96.16%,113000,231,Emboar,,0
Oshawott,,501,?,347,76,3,13,13,64.4,13,13,Tackle,Night Slash,,2020-16-28 19:16,2020-16-28 19:16,3/16/2020,9.74kg,0.61m,0,0,0,1600,97.90%,87,98.24%,172800,193,Dewott,,0,97.70%,95,98.64%,180800,303,Samurott,,0
Dewott,,502,?,965,115,12,13,13,84.4,20,20,Water Gun,Water Pulse,,2020-52-28 14:52,2020-52-28 14:52,4/9/2020,,,0,0,1,0,65.91%,1397,95.51%,97000,86,Dewott,,0,47.69%,2143,95.86%,109000,198,Samurott,,0
Watchog,,505,?,1064,105,1,9,10,44.4,23,23,Low Kick,Grass Knot,,2020-53-28 14:53,2020-53-28 14:53,3/17/2020,29.05kg,0.97m,0,0,4,3500,93.26%,277,97.43%,113000,106,Watchog,,0,41.64%,2391,85.98%,208000,232,Watchog,,0
Watchog,,505,?,1026,101,8,13,10,68.9,21,21,Low Kick,Grass Knot,,2020-53-28 14:53,2020-53-28 14:53,4/25/2020,31.57kg,1.14m,0,0,4,3000,63.10%,1512,95.47%,80000,70,Watchog,,0,86.54%,552,92.03%,220000,244,Watchog,,0
Lillipup,,506,?,503,84,12,13,14,86.7,20,20,,,,2020-57-19 20:57,2020-57-19 20:57,5/19/2020,,,0,0,1,0,94.16%,240,97.44%,187000,219,Herdier,,0,55.12%,1839,96.10%,109000,223,Stoutland,,0
Stoutland,,508,?,1430,118,14,14,11,86.7,18,18,Lick,Crunch,,2020-52-27 22:52,2020-52-27 22:52,1/23/2020,,,0,0,3,0,27.42%,2973,93.61%,2200,2,Stoutland,,0,,,,,,,,
Stoutland,,508,?,2314,149,13,8,7,62.2,30,30,Ice Fang,Wild Charge,,2020-52-27 22:52,2020-52-27 22:52,4/23/2020,,,0,0,0,0,,,,,,,,,15.58%,3458,94.47%,55000,56,Stoutland,,0
Liepard,,510,?,1157,113,0,14,12,57.8,24,24,Charm,Dark Pulse,,2020-53-28 14:53,2020-53-28 14:53,4/25/2020,34.98kg,1.07m,0,0,4,3500,99.54%,20,99.21%,73000,64,Liepard,,0,77.75%,912,90.49%,201000,226,Liepard,,0
Panpour,,515,?,596,95,10,15,12,82.2,23,23,,,,2020-40-16 18:40,2020-40-16 18:40,5/16/2020,,,0,0,2,0,92.28%,317,97.22%,0,50,Simipour,,0,97.48%,104,96.47%,208000,282,Simipour,,0
Panpour,,515,?,522,89,13,11,12,80,20,20,Water Gun,Crunch,,2020-54-10 12:54,2020-54-10 12:54,4/7/2020,19.58kg,0.65m,0,0,0,2500,73.53%,1085,95.90%,17000,66,Simipour,,0,94.58%,223,95.16%,225000,298,Simipour,,0
Panpour,,515,?,519,87,11,15,10,80,20,20,Water Gun,Water Pulse,,2020-57-31 06:57,2020-57-31 06:57,3/29/2020,9.07kg,0.48m,0,0,0,2500,88.67%,465,96.87%,17000,66,Simipour,,0,95.85%,171,95.64%,225000,298,Simipour,,0
Panpour,,515,?,507,87,6,12,6,53.3,21,21,Water Gun,Surf,,2020-54-28 19:54,2020-54-28 19:54,1/10/2020,12.19kg,0.55m,0,0,0,3000,87.18%,526,96.75%,19000,68,Simipour,,0,62.42%,1540,89.71%,220000,294,Simipour,,0
Panpour,,515,?,532,90,14,12,14,88.9,20,20,Scratch,Crunch,,10/28/2020 19:10,10/28/2020 19:10,3/19/2020,12.27kg,0.59m,0,0,0,2500,51.92%,1970,94.90%,14000,63,Simipour,,0,98.90%,46,97.53%,225000,298,Simipour,,0
Pidove,,519,?,432,86,7,5,5,37.8,21,21,,,,2020-50-01 12:50,2020-50-01 12:50,4/28/2020,2.45kg,0.36m,0,0,2,3000,72.09%,1144,95.83%,0,62,Unfezant,,0,59.34%,1666,96.17%,220000,306,Unfezant,,0
Pidove,,519,?,641,107,9,10,12,68.9,29,29,,,,2020-50-01 12:50,2020-50-01 12:50,4/28/2020,,,0,0,2,0,84.71%,627,90.93%,160000,202,Tranquill,,0,79.39%,845,97.16%,104000,174,Unfezant,,0
Tranquill,,520,?,1130,120,15,6,9,66.7,29,29,Air Slash,Sky Attack,,2020-54-28 14:54,2020-54-28 14:54,4/23/2020,12.82kg,0.53m,0,0,2,5000,75.70%,996,89.22%,160000,190,Tranquill,,0,24.30%,3101,94.50%,96000,152,Unfezant,,0
Tranquill,,520,?,692,92,9,14,6,64.4,18,18,Air Slash,Sky Attack,,2020-54-28 14:54,2020-54-28 14:54,4/24/2020,11.78kg,0.5m,0,0,2,2200,73.70%,1078,95.90%,9400,58,Unfezant,,0,65.79%,1402,96.45%,178400,228,Unfezant,,0
Tranquill,,520,?,633,95,6,5,15,57.8,17,17,Steel Wing,Sky Attack,,2020-54-28 14:54,2020-54-28 14:54,3/18/2020,21.12kg,0.74m,0,0,2,2200,80.24%,810,96.28%,16300,64,Unfezant,,0,,,,,,,,
Blitzle,,522,?,441,85,4,3,11,40,21,21,,,,2020-51-01 12:51,2020-51-01 12:51,3/8/2020,,,0,0,1,0,37.02%,2580,94.56%,15500,65,Zebstrika,,0,26.74%,3001,85.87%,220000,294,Zebstrika,,0
Blitzle,,522,?,615,94,12,7,8,60,27,27,,,,2020-00-27 17:00,2020-00-27 17:00,4/26/2020,,,0,0,1,0,64.86%,1440,83.18%,178000,206,Blitzle,,0,67.30%,1340,90.41%,178000,256,Zebstrika,,0
Blitzle,,522,?,484,88,3,5,10,40,23,23,,,,2020-41-24 14:41,2020-41-24 14:41,4/24/2020,,,0,0,2,0,40.34%,2444,94.71%,3500,53,Zebstrika,,0,28.84%,2915,86.12%,208000,282,Zebstrika,,0
Zebstrika,,523,?,1486,120,0,11,3,31.1,24,24,Spark,Flame Charge,,2020-51-01 12:51,2020-51-01 12:51,4/27/2020,60.22kg,1.39m,0,0,0,3500,85.93%,577,97.00%,0,0,Zebstrika,,0,24.52%,3092,85.58%,201000,226,Zebstrika,,0
Woobat,,527,?,650,108,14,10,3,60,24,24,,,,2020-52-01 12:52,2020-52-01 12:52,4/27/2020,,,0,0,0,0,10.26%,3676,92.74%,106000,150,Swoobat,,0,72.70%,1119,89.70%,201000,276,Swoobat,,0
Swoobat,,528,?,1131,121,2,6,12,44.4,26,26,Air Slash,Futuresight,,2020-52-01 12:52,2020-52-01 12:52,4/26/2020,11.26kg,0.87m,0,0,0,4000,75.21%,1016,96.53%,157000,172,Swoobat,,0,37.66%,2554,85.19%,186000,214,Swoobat,,0
Drilbur,,529,?,522,85,8,3,10,46.7,15,15,,,,2020-54-26 19:54,2020-54-26 19:54,4/26/2020,,,0,0,1,0,69.43%,1253,95.88%,9800,60,Excadrill,,0,38.61%,2515,95.15%,86400,128,Excadrill,,0
Drilbur,,529,?,572,83,15,14,7,80,15,15,Mud-Slap,Dig,,2020-16-28 19:16,2020-16-28 19:16,3/15/2020,10.04kg,0.32m,0,0,2,1900,86.62%,549,96.95%,5700,56,Excadrill,,0,,,,,,,,
Timburr,,532,?,732,115,12,15,13,88.9,20,20,,,,2020-00-10 22:00,2020-00-10 22:00,5/10/2020,,,0,0,1,0,68.82%,1278,95.82%,27500,75,Gurdurr,,0,84.15%,650,97.02%,43000,288,Conkeldurr,,0
Timburr,,532,?,651,111,13,10,15,84.4,18,18,Pound,Rock Tomb,,2020-44-28 19:44,2020-44-28 19:44,1/23/2020,10.05kg,0.49m,0,0,0,2200,26.28%,3020,93.76%,36900,83,Gurdurr,,0,39.44%,2481,95.14%,52400,296,Conkeldurr,,0
Gurdurr,,533,?,1209,126,12,13,14,86.7,20,20,Poison Jab,Brick Break,,2020-55-28 14:55,2020-55-28 14:55,3/5/2020,50.79kg,1.39m,0,0,1,2500,55.73%,1814,95.21%,27500,25,Gurdurr,,0,59.39%,1664,95.90%,43000,238,Conkeldurr,,0
Palpitoad,,536,?,752,115,10,12,12,75.6,20,20,,,,2020-53-01 12:53,2020-53-01 12:53,4/26/2020,,,0,0,1,0,42.00%,2376,94.38%,5000,104,Seismitoad,,0,,,,,,,,
Palpitoad,,536,?,766,117,12,11,15,84.4,20,20,,,,2020-56-28 14:56,2020-56-28 14:56,4/8/2020,,,0,0,2,0,76.00%,984,96.02%,5000,104,Seismitoad,,0,,,,,,,,
Palpitoad,,536,?,769,116,13,11,14,84.4,20,20,,,,2020-56-28 14:56,2020-56-28 14:56,4/8/2020,,,0,0,1,0,15.73%,3452,92.95%,2500,102,Seismitoad,,0,,,,,,,,
Palpitoad,,536,?,791,115,15,15,13,95.6,20,20,,,,2020-56-28 14:56,2020-56-28 14:56,4/9/2020,13.9kg,0.78m,0,0,2,2500,68.08%,1308,95.56%,2500,102,Seismitoad,,0,,,,,,,,
Throh,,538,?,1596,179,6,0,14,44.4,24,24,Low Kick,Low Sweep,,2020-48-26 07:48,2020-48-26 07:48,3/16/2020,60.75kg,1.48m,0,0,0,3500,,,,,,,,,24.57%,3090,89.01%,201000,226,Throh,,0
Throh,,538,?,2016,193,9,4,4,37.8,30,30,Low Kick,Low Sweep,,2020-47-26 07:47,2020-47-26 07:47,4/14/2020,29.61kg,0.99m,0,0,0,5000,,,,,,,,,27.55%,2968,89.33%,150000,182,Throh,,0
Throh,,538,?,1117,145,5,4,4,28.9,17,17,Zen Headbutt,Low Sweep,,2020-18-28 19:18,2020-18-28 19:18,3/14/2020,27.09kg,0.91m,0,0,0,2200,38.95%,2501,94.66%,27800,25,Throh,,0,13.06%,3561,87.36%,238800,260,Throh,,0
Throh,,538,?,1185,145,11,12,5,62.2,17,17,Zen Headbutt,Body Slam,,2020-15-28 19:15,2020-15-28 19:15,3/16/2020,48.89kg,1.22m,0,0,0,2200,71.18%,1181,96.32%,21800,19,Throh,,0,80.56%,797,95.18%,238800,260,Throh,,0
Venipede,,543,?,573,82,15,13,12,88.9,29,29,,,,2020-26-01 19:26,2020-26-01 19:26,4/30/2020,,,0,0,4,0,99.17%,35,97.07%,160000,215,Whirlipede,,0,98.29%,71,96.73%,160000,315,Scolipede,,0
Basculin,,550,?,1269,117,5,10,11,57.8,23,23,Tackle,Aqua Tail,,2020-44-28 19:44,2020-44-28 19:44,1/23/2020,18.77kg,1.03m,0,0,0,3500,89.67%,424,97.00%,30000,26,Basculin,,0,68.62%,1286,89.92%,208000,232,Basculin,,0
Darumaka,,554,?,799,108,13,14,10,82.2,20,20,Fire Fang,Fire Punch,,2020-34-28 19:34,2020-34-28 19:34,2/24/2020,39.74kg,0.56m,0,0,0,2500,97.12%,119,95.17%,225000,248,Darumaka,,0,51.33%,1994,96.04%,60500,104,Darmanitan,Normal,0
Dwebble,,557,?,682,89,13,15,12,88.9,20,20,Smack Down,Rock Blast,,2020-51-31 14:51,2020-51-31 14:51,3/31/2020,,,0,0,2,0,77.63%,917,96.42%,5000,54,Crustle,,0,,,,,,,,
Crustle,,558,?,1485,112,15,15,14,97.8,20.5,20.5,Fury Cutter,X-Scissor,,2020-46-10 13:46,2020-46-10 13:46,3/22/2020,191.09kg,1.34m,0,0,0,0,49.74%,2059,95.06%,0,0,Crustle,,0,,,,,,,,
Trubbish,,568,?,564,88,15,15,11,91.1,20,20,,,,2020-26-01 19:26,2020-26-01 19:26,4/30/2020,,,0,0,1,0,58.78%,1689,95.32%,14000,63,Garbodor,,0,99.17%,35,97.53%,225000,298,Garbodor,,0
Trubbish,,568,?,544,91,5,7,9,46.7,22,22,Take Down,Gunk Shot,,2020-27-28 19:27,2020-27-28 19:27,3/7/2020,18.33kg,0.54m,0,0,2,3000,88.79%,460,97.06%,16500,65,Garbodor,,0,44.35%,2280,87.86%,214000,288,Garbodor,,0
Minccino,,572,?,514,94,15,9,5,64.4,22,22,,,,2020-51-01 12:51,2020-51-01 12:51,4/27/2020,,,0,0,1,0,27.47%,2971,93.89%,16500,65,Cinccino,,0,73.26%,1096,90.88%,214000,288,Cinccino,,0
Minccino,,572,?,571,104,12,12,14,84.4,24,24,Charm,Swift,,2020-22-28 19:22,2020-22-28 19:22,3/10/2020,7.29kg,0.46m,0,0,2,3500,80.39%,804,96.44%,0,50,Cinccino,,0,97.73%,94,96.55%,201000,276,Cinccino,,0
Minccino,,572,?,442,97,1,9,14,53.3,21,21,Charm,Aqua Tail,,2020-13-28 19:13,2020-13-28 19:13,3/17/2020,4.08kg,0.39m,0,0,1,3000,96.63%,139,98.04%,30000,77,Cinccino,,0,62.64%,1531,89.56%,220000,294,Cinccino,,0
Gothita,,574,?,179,49,7,0,4,24.4,8,8,Confusion,Psyshock,,2020-45-28 21:45,2020-45-28 21:45,3/28/2020,,,0,0,0,0,37.85%,2546,94.04%,62600,189,Gothitelle,,0,10.57%,3663,84.42%,263600,415,Gothitelle,,0
Solosis,,577,?,496,68,6,10,9,55.6,14,14,Zen Headbutt,Night Shade,,2020-56-31 06:56,2020-56-31 06:56,3/29/2020,1.02kg,0.31m,0,0,0,1600,79.56%,838,96.74%,19600,145,Reuniclus,,0,53.68%,1898,96.25%,140600,255,Reuniclus,,0
Duosion,,578,?,1269,111,0,9,4,28.9,25,25,Hidden Power,Thunder,,2020-57-28 14:57,2020-57-28 14:57,3/29/2020,7.63kg,0.58m,0,0,0,4000,94.24%,237,97.58%,39000,34,Duosion,,0,90.06%,408,97.95%,130000,232,Reuniclus,,0
Duosion,,578,?,1141,105,1,5,1,15.6,23,23,Zen Headbutt,Thunder,,2020-57-28 14:57,2020-57-28 14:57,3/29/2020,10.17kg,0.67m,0,0,4,3500,43.47%,2316,94.56%,58000,50,Duosion,,0,68.42%,1294,96.82%,161000,266,Reuniclus,,0
Duosion,,578,?,1116,103,11,15,10,80,20,20,Zen Headbutt,Thunder,,2020-57-28 14:57,2020-57-28 14:57,3/29/2020,11.24kg,0.64m,0,0,1,2500,49.69%,2061,94.83%,43000,38,Duosion,,0,46.86%,2177,96.00%,85000,174,Reuniclus,,0
Karrablast,,588,?,644,88,10,15,11,80,20,20,,,,2020-24-03 20:24,2020-24-03 20:24,5/3/2020,,,0,0,1,0,96.00%,165,93.49%,225000,248,Karrablast,,0,78.97%,862,97.22%,103000,292,Escavalier,,0
Karrablast,,588,?,654,87,15,12,10,82.2,20,20,Peck,X-Scissor,,2020-30-13 19:30,2020-30-13 19:30,4/13/2020,,,0,0,1,0,96.53%,143,93.82%,225000,248,Karrablast,,0,19.29%,3306,94.85%,91000,280,Escavalier,,0
Karrablast,,588,?,275,57,8,11,7,57.8,9,9,Fury Cutter,Aerial Ace,,2020-56-10 12:56,2020-56-10 12:56,4/9/2020,5.37kg,0.5m,0,0,1,1000,45.40%,2237,94.40%,32000,236,Escavalier,,0,48.62%,2105,96.03%,160000,354,Escavalier,,0
Karrablast,,588,?,467,77,5,14,13,71.1,15,15,Fury Cutter,Drill Run,,2/28/2020 19:02,2/28/2020 19:02,3/28/2020,5.46kg,0.5m,0,0,1,1900,94.70%,218,97.31%,16400,216,Escavalier,,0,,,,,,,,
Escavalier,,589,?,1571,108,12,6,10,62.2,20,20,Bug Bite,Megahorn,,2020-52-01 12:52,2020-52-01 12:52,3/24/2020,41.51kg,1.11m,0,0,0,2500,,,,,,,,,26.47%,3012,95.18%,116000,106,Escavalier,,0
Amoonguss,,591,?,1264,163,3,10,6,42.2,23,23,Astonish,Sludge Bomb,,2020-58-28 14:58,2020-58-28 14:58,4/4/2020,10.12kg,0.58m,0,0,1,3500,78.97%,862,96.02%,30000,26,Amoonguss,,0,36.92%,2584,86.90%,208000,232,Amoonguss,,0
Alomomola,,594,?,1728,246,13,12,4,64.4,29,29,,,,2020-40-17 15:40,2020-40-17 15:40,5/17/2020,,,0,0,0,0,,,,,,,,,88.69%,464,93.88%,160000,190,Alomomola,,0
Alomomola,,594,?,1203,209,12,13,13,84.4,20,20,Hidden Power,Psychic,,5/5/2020 14:05,5/5/2020 14:05,5/5/2020,,,0,0,1,0,28.60%,2925,93.26%,27500,25,Alomomola,,0,96.90%,128,96.35%,225000,248,Alomomola,,0
Joltik,,595,?,650,98,7,7,11,55.6,25,25,,,,2020-51-01 12:51,2020-51-01 12:51,4/27/2020,,,0,0,2,0,64.44%,1457,95.37%,4000,53,Galvantula,,0,60.27%,1628,89.05%,194000,270,Galvantula,,0
