Index,Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Prod (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Prod (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Prod (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
1207,Larvitar,,246,♂,426,78,10,14,15,86.7,15.0,15.0,,,,"2020-07-23 06:46","2020-07-20 10:44",7/20/2020,,,0,0,0,0,58.68%,1693,95.65%,106400,119,Pupitar,,0,60.02%,1638,96.17%,38400,161,Tyranitar,,0,79.51%,840,94.68%,9800,10,Larvitar,,0,
1208,Gastly,,92,♂,976,82,12,12,13,82.2,29.0,29.0,,,,"2020-07-19 18:57","2020-07-19 18:57",7/19/2020,,,0,0,2,0,95.21%,197,92.84%,160000,190,Gastly,,0,,,,,,,,,,,,,,,,,G
1209,Gastly,,92,♀,889,77,9,5,6,44.4,29.0,29.0,,,,"2020-07-19 18:57","2020-07-19 18:57",7/19/2020,,,0,0,2,0,45.96%,2214,94.52%,5000,29,Haunter,,0,,,,,,,,,,,,,,,,,G
1210,Koffing,,109,♀,225,46,0,5,4,20.0,8.0,8.0,,,,"2020-07-19 18:26","2020-07-19 18:26",7/19/2020,,,0,1,2,0,82.83%,704,96.37%,6600,51,Weezing,Normal,2,18.14%,3353,85.13%,177600,258,Weezing,Normal,2,94.14%,241,96.46%,32410,51,Koffing,,1,
1211,Slakoth,,287,♂,395,83,4,13,2,42.2,16.0,16.0,,,,"2020-07-19 18:17","2020-07-19 18:17",7/19/2020,,,0,0,1,0,82.10%,734,96.77%,87600,103,Vigoroth,,0,94.48%,227,98.04%,22600,145,Slaking,,0,73.21%,1098,93.83%,17600,16,Slakoth,,0,
1212,Slowpoke,Normal,79,♂,668,132,6,13,10,64.4,21.0,21.0,,,,"2020-07-19 18:16","2020-07-19 18:16",7/19/2020,,,0,0,5,0,95.07%,203,97.63%,6000,56,Slowbro,Normal,0,,,,,,,,,,,,,,,,,G
1213,Chikorita,,152,♂,596,87,14,15,9,84.4,23.0,23.0,,,,"2020-07-19 18:16","2020-07-19 18:16",7/19/2020,,,0,0,1,0,97.61%,99,95.57%,208000,257,Bayleef,,0,97.58%,100,96.38%,208000,357,Meganium,,0,,,,,,,,,
1214,Gastly,,92,♀,895,79,9,12,13,75.6,27.0,27.0,,,,"2020-07-19 18:15","2020-07-19 18:15",7/19/2020,,,0,0,1,0,47.45%,2153,94.58%,4500,29,Haunter,,0,,,,,,,,,,,,,,,,,G
1215,Gastly,,92,♂,504,61,1,10,14,55.6,16.0,16.0,,,,"2020-07-19 18:15","2020-07-19 18:15",7/19/2020,,,0,0,1,0,98.66%,56,98.52%,15100,139,Gengar,Normal,0,,,,,,,,,,,,,,,,,G
1216,Gastly,,92,♀,476,56,2,8,3,28.9,16.0,16.0,,,,"2020-07-19 18:15","2020-07-19 18:15",7/19/2020,,,0,0,1,0,54.48%,1865,95.10%,17600,141,Gengar,Normal,0,,,,,,,,,,,,,,,,,G
1217,Gastly,,92,♂,516,57,12,11,5,62.2,16.0,16.0,,,,"2020-07-19 18:15","2020-07-19 18:15",7/19/2020,,,0,0,1,0,42.22%,2367,94.56%,12600,137,Gengar,Normal,0,,,,,,,,,,,,,,,,,G
1218,Gastly,,92,♂,551,60,3,10,5,40.0,18.0,18.0,,,,"2020-07-19 16:40","2020-07-19 16:40",7/19/2020,,,0,0,2,0,35.65%,2636,94.26%,6900,131,Gengar,Normal,0,,,,,,,,,,,,,,,,,G
1219,Gastly,,92,♂,868,74,10,12,5,60.0,27.0,27.0,,,,"2020-07-19 16:40","2020-07-19 16:40",7/19/2020,,,0,0,1,0,44.13%,2289,94.43%,13500,37,Haunter,,0,,,,,,,,,,,,,,,,,G
1220,Gastly,,92,♀,454,59,2,4,13,42.2,15.0,15.0,,,,"2020-07-19 16:40","2020-07-19 16:40",7/19/2020,,,0,0,1,0,56.07%,1800,95.17%,18900,143,Gengar,Normal,0,,,,,,,,,,,,,,,,,G
1221,Shinx,,403,♀,471,83,11,12,12,77.8,20.0,20.0,,,,"2020-07-19 16:40","2020-07-19 16:40",7/19/2020,,,0,0,0,0,92.94%,290,92.91%,225000,273,Luxio,,0,65.84%,1400,96.50%,103000,217,Luxray,,0,57.07%,1759,92.77%,5000,4,Shinx,,0,
1222,Gastly,,92,♀,549,62,0,10,8,40.0,18.0,18.0,,,,"2020-07-19 16:40","2020-07-19 16:40",7/19/2020,,,0,0,2,0,98.90%,46,98.63%,9400,133,Gengar,Normal,0,,,,,,,,,,,,,,,,,G
1223,Gastly,,92,♂,800,72,5,5,3,28.9,27.0,27.0,,,,"2020-07-19 16:39","2020-07-19 16:39",7/19/2020,,,0,0,1,0,40.73%,2428,94.27%,33000,53,Haunter,,0,,,,,,,,,,,,,,,,,G
1224,Gastly,,92,♀,876,70,13,15,0,62.2,27.0,27.0,,,,"2020-07-19 16:39","2020-07-19 16:39",7/19/2020,,,0,0,1,0,54.99%,1844,94.93%,13500,37,Haunter,,0,,,,,,,,,,,,,,,,,G
1225,Gastly,,92,♂,466,54,6,4,0,22.2,16.0,16.0,,,,"2020-07-19 16:39","2020-07-19 16:39",7/19/2020,,,0,0,1,0,4.05%,3930,92.09%,17600,141,Gengar,Normal,0,,,,,,,,,,,,,,,,,G
1226,Gastly,,92,♂,595,60,1,11,0,26.7,20.0,20.0,,,,"2020-07-19 16:39","2020-07-19 16:39",7/19/2020,,,0,0,2,0,41.03%,2416,94.50%,0,125,Gengar,Normal,0,,,,,,,,,,,,,,,,,G
1227,Gastly,,92,♀,549,64,2,0,9,24.4,19.0,19.0,,,,"2020-07-19 16:39","2020-07-19 16:39",7/19/2020,,,0,0,2,0,14.77%,3491,93.14%,5000,129,Gengar,Normal,0,,,,,,,,,,,,,,,,,G
1228,Gastly,,92,♂,537,57,11,10,3,53.3,17.0,17.0,,,,"2020-07-19 16:39","2020-07-19 16:39",7/19/2020,,,0,0,1,0,74.92%,1028,96.09%,11300,135,Gengar,Normal,0,,,,,,,,,,,,,,,,,G
1229,Gastly,,92,♀,855,74,11,5,3,42.2,28.0,28.0,,,,"2020-07-19 16:39","2020-07-19 16:39",7/19/2020,,,0,0,1,0,22.69%,3167,93.37%,14000,37,Haunter,,0,,,,,,,,,,,,,,,,,G
1230,Gastly,,92,♂,637,68,0,14,12,57.8,20.0,20.0,,,,"2020-07-19 16:38","2020-07-19 16:38",7/19/2020,,,0,0,1,0,86.86%,539,89.42%,225000,248,Gastly,,0,,,,,,,,,,,,,,,,,G
1231,Gastly,,92,♀,485,57,3,2,2,15.6,17.0,17.0,,,,"2020-07-19 16:38","2020-07-19 16:38",7/19/2020,,,0,0,1,0,32.14%,2780,94.11%,16300,139,Gengar,Normal,0,,,,,,,,,,,,,,,,,G
1232,Gastly,,92,♀,589,66,2,8,12,48.9,19.0,19.0,,,,"2020-07-19 16:38","2020-07-19 16:38",7/19/2020,,,0,0,2,0,84.64%,630,96.67%,2500,127,Gengar,Normal,0,,,,,,,,,,,,,,,,,G
1233,Gastly,,92,♂,562,63,6,14,13,73.3,17.0,17.0,,,,"2020-07-19 16:38","2020-07-19 16:38",7/19/2020,,,0,0,1,0,97.88%,88,98.27%,8800,133,Gengar,Normal,0,,,,,,,,,,,,,,,,,G
1234,Gastly,,92,♂,888,81,15,5,15,77.8,27.0,27.0,,,,"2020-07-19 16:38","2020-07-19 16:38",7/19/2020,,,0,0,1,0,19.44%,3300,93.19%,4500,29,Haunter,,0,,,,,,,,,,,,,,,,,G
1235,Gastly,,92,♀,552,60,14,9,7,66.7,17.0,17.0,,,,"2020-07-19 16:38","2020-07-19 16:38",7/19/2020,,,0,0,1,0,53.68%,1898,95.07%,8800,133,Gengar,Normal,0,,,,,,,,,,,,,,,,,G
1236,Krabby,,98,♂,689,58,6,14,5,55.6,17.0,17.0,,,,"2020-07-19 16:37","2020-07-19 16:37",7/19/2020,,,0,0,1,0,46.84%,2178,95.09%,11300,60,Kingler,,0,52.43%,1949,96.07%,166800,212,Kingler,,0,,,,,,,,,
1237,Gastly,,92,♂,627,69,5,6,14,55.6,20.0,20.0,,,,"2020-07-19 16:37","2020-07-19 16:37",7/19/2020,,,0,0,1,0,61.66%,1571,83.68%,225000,248,Gastly,,0,,,,,,,,,,,,,,,,,G
1238,Gastly,,92,♂,926,83,6,8,14,62.2,29.0,29.0,,,,"2020-07-19 15:06","2020-07-19 15:06",7/19/2020,,,0,0,1,0,75.24%,1015,86.42%,160000,190,Gastly,,0,,,,,,,,,,,,,,,,,G
1239,Gastly,,92,♀,551,60,8,7,4,42.2,18.0,18.0,,,,"2020-07-19 15:05","2020-07-19 15:05",7/19/2020,,,0,0,2,0,16.26%,3430,93.23%,6900,131,Gengar,Normal,0,,,,,,,,,,,,,,,,,G
1240,Gastly,,92,♀,942,82,11,8,12,68.9,29.0,29.0,,,,"2020-07-19 14:40","2020-07-19 14:40",7/19/2020,,,0,0,1,0,80.66%,793,87.69%,160000,190,Gastly,,0,,,,,,,,,,,,,,,,,G
1241,Gastly,,92,♂,542,61,2,7,7,35.6,18.0,18.0,,,,"2020-07-19 14:38","2020-07-19 14:38",7/19/2020,,,0,0,2,0,82.08%,735,96.51%,9400,133,Gengar,Normal,0,,,,,,,,,,,,,,,,,G
1242,Gastly,,92,♀,630,68,14,7,15,80.0,19.0,19.0,,,,"2020-07-19 14:35","2020-07-19 14:35",7/19/2020,,,0,0,1,0,87.99%,493,89.79%,230000,252,Gastly,,0,,,,,,,,,,,,,,,,,G
1243,Gastly,,92,♂,531,60,13,4,7,53.3,17.0,17.0,,,,"2020-07-19 14:30","2020-07-19 14:30",7/19/2020,,,0,0,1,0,2.30%,4002,91.73%,8800,133,Gengar,Normal,0,,,,,,,,,,,,,,,,,G
1244,Gastly,,92,♂,604,59,9,15,0,53.3,19.0,19.0,,,,"2020-07-19 14:28","2020-07-19 14:28",7/19/2020,,,0,0,2,0,78.10%,898,96.26%,2500,127,Gengar,Normal,0,,,,,,,,,,,,,,,,,G
1245,Gastly,,92,♂,812,73,6,2,2,22.2,28.0,28.0,,,,"2020-07-19 14:27","2020-07-19 14:27",7/19/2020,,,0,0,1,0,28.25%,2939,93.67%,35000,55,Haunter,,0,,,,,,,,,,,,,,,,,G
1246,Gastly,,92,♂,588,64,3,9,9,46.7,19.0,19.0,,,,"2020-07-19 14:27","2020-07-19 14:27",7/19/2020,,,0,0,2,0,66.64%,1367,95.66%,2500,127,Gengar,Normal,0,,,,,,,,,,,,,,,,,G
1247,Gastly,,92,♀,552,62,0,4,6,22.2,19.0,19.0,,,,"2020-07-19 14:14","2020-07-19 14:14",7/19/2020,0.13kg,1.48m,0,0,2,2500,91.72%,340,97.28%,7500,131,Gengar,Normal,0,,,,,,,,,,,,,,,,,G
1248,Gastly,,92,♀,611,64,3,15,9,60.0,19.0,19.0,,,,"2020-07-19 14:14","2020-07-19 14:14",7/19/2020,,,0,0,2,0,68.45%,1293,95.74%,0,125,Gengar,Normal,0,,,,,,,,,,,,,,,,,G
1249,Cacnea,,331,♂,757,97,4,8,12,53.3,24.0,24.0,,,,"2020-07-19 14:14","2020-07-19 14:14",7/19/2020,,,0,0,2,0,65.98%,1394,95.50%,3500,53,Cacturne,,0,,,,,,,,,,,,,,,,,G
1250,Gastly,,92,♂,471,55,7,11,5,51.1,15.0,15.0,,,,"2020-07-19 14:14","2020-07-19 14:14",7/19/2020,,,0,0,1,0,78.56%,879,96.29%,18900,143,Gengar,Normal,0,,,,,,,,,,,,,,,,,G
1251,Hitmonchan,,107,♂,494,57,5,10,15,66.7,8.0,8.0,,,,"2020-07-19 14:14","2020-07-19 14:14",7/19/2020,,,0,1,1,0,69.79%,1238,95.97%,70934,92,Hitmonchan,,1,94.55%,224,94.79%,179600,215,Hitmonchan,,2,97.85%,89,97.64%,0,0,Hitmonchan,,1,
1252,Budew,,406,♂,477,80,15,10,14,86.7,20.0,20.0,,,,"2020-07-19 14:14","2020-07-19 14:14",7/19/2020,,,0,0,1,0,36.83%,2588,94.46%,60500,79,Roselia,,0,10.67%,3659,94.55%,70000,187,Roserade,,0,15.19%,3474,88.90%,2500,2,Budew,,0,
1253,Grimer,Normal,88,♂,273,74,9,2,8,42.2,8.0,8.0,,,,"2020-07-19 00:22","2020-07-19 00:22",7/19/2020,,,0,1,0,0,40.78%,2426,94.84%,49330,119,Muk,Normal,1,19.95%,3279,94.36%,127200,186,Muk,Normal,2,5.45%,3873,89.13%,16808,30,Grimer,Normal,1,
1254,Oddish,,43,♀,646,84,10,5,13,62.2,20.0,20.0,,,,"2020-07-19 00:22","2020-07-19 00:22",7/18/2020,,,0,0,2,0,55.29%,1832,95.34%,8000,132,Vileplume,,0,,,,,,,,,,,,,,,,,G
1255,Krabby,,98,♂,1147,74,7,11,1,42.2,29.0,29.0,,,,"2020-07-19 00:22","2020-07-19 00:22",7/18/2020,,,0,0,1,0,29.35%,2894,85.51%,160000,190,Krabby,,0,58.32%,1708,96.29%,113000,174,Kingler,,0,,,,,,,,,
1256,Oddish,,43,♂,639,82,10,14,14,84.4,19.0,19.0,,,,"2020-07-19 00:22","2020-07-19 00:22",7/18/2020,,,0,0,2,0,88.11%,488,97.18%,10000,133,Vileplume,,0,,,,,,,,,,,,,,,,,G
1257,Bulbasaur,,1,♂,580,83,11,12,15,84.4,19.0,19.0,,,,"2020-07-19 00:22","2020-07-19 00:22",7/18/2020,,,0,0,2,0,42.81%,2343,94.68%,2500,127,Venusaur,Normal,0,,,,,,,,,,,,,,,,,G
1258,Slakoth,,287,♂,217,62,15,9,12,80.0,8.0,8.0,,,,"2020-07-19 00:22","2020-07-19 00:22",7/18/2020,,,0,0,2,0,59.73%,1650,94.68%,8200,135,Slaking,,0,39.12%,2494,95.24%,38600,167,Slaking,,0,39.51%,2478,91.95%,1600,27,Vigoroth,,0,
1259,Slakoth,,287,♀,231,70,0,2,11,28.9,10.0,10.0,,,,"2020-07-19 00:22","2020-07-19 00:22",7/18/2020,,,0,0,5,0,97.17%,117,97.75%,7200,135,Slaking,,0,,,,,,,,,,,,,,,,,G
1260,Krabby,,98,♀,730,62,3,3,6,26.7,19.0,19.0,,,,"2020-07-19 00:22","2020-07-19 00:22",7/18/2020,,,0,0,2,0,51.36%,1993,95.27%,7500,56,Kingler,,0,33.63%,2719,95.36%,201000,260,Kingler,,0,,,,,,,,,
1261,Bellsprout,,69,♂,670,97,15,13,15,95.6,23.0,23.0,,,,"2020-07-19 00:22","2020-07-19 00:22",7/18/2020,,,0,0,1,0,86.50%,554,95.87%,128000,149,Weepinbell,,0,99.78%,10,98.67%,208000,357,Victreebel,,0,,,,,,,,,
1262,Slowpoke,Normal,79,♂,616,122,15,13,9,82.2,18.0,18.0,,,,"2020-07-19 00:21","2020-07-19 00:21",7/18/2020,,,0,0,0,0,54.92%,1847,95.00%,14400,62,Slowbro,Normal,0,,,,,,,,,,,,,,,,,G
1263,Electabuzz,,125,♂,1321,107,0,11,8,42.2,22.0,22.0,Low Kick,Thunder,,"2020-07-19 00:21","2020-07-19 00:21",7/18/2020,,,0,0,1,0,78.14%,896,96.55%,16500,15,Electabuzz,,0,,,,,,,,,,,,,,,,,G
1264,Tangela,,114,♂,1791,129,4,12,14,66.7,30.0,30.0,Infestation,Grass Knot,,"2020-07-19 00:21","2020-07-19 00:21",7/18/2020,,,0,0,2,0,,,,,,,,,90.33%,397,98.16%,10000,108,Tangrowth,,0,,,,,,,,,
1265,Oddish,,43,♀,1073,107,9,12,13,75.6,35.0,35.0,,,,"2020-07-19 00:21","2020-07-19 00:21",7/18/2020,,,0,0,2,0,78.27%,891,96.04%,8000,35,Gloom,,0,,,,,,,,,,,,,,,,,G
1266,Hippopotas,,449,♀,1041,128,11,13,13,82.2,28.0,28.0,,,,"2020-07-19 00:21","2020-07-19 00:21",7/18/2020,,,0,0,2,0,95.87%,170,94.34%,169000,198,Hippopotas,,0,61.90%,1561,96.59%,9000,58,Hippowdon,,0,,,,,,,,,
1267,Slowpoke,Normal,79,♂,726,135,15,5,9,64.4,22.0,22.0,,,,"2020-07-19 00:21","2020-07-19 00:21",7/18/2020,,,0,0,1,0,75.65%,998,88.55%,214000,238,Slowpoke,Normal,0,77.39%,927,94.21%,214000,288,Slowbro,Normal,0,,,,,,,,,
1268,Krabby,,98,♂,1040,77,3,0,9,26.7,27.0,27.0,,,,"2020-07-19 00:21","2020-07-19 00:21",7/18/2020,,,0,0,1,0,13.55%,3541,82.57%,178000,206,Krabby,,0,55.80%,1811,96.19%,149000,214,Kingler,,0,,,,,,,,,
1269,Zubat,,41,♂,123,49,6,0,12,40.0,8.0,8.0,,,,"2020-07-19 00:20","2020-07-19 00:20",7/18/2020,,,0,1,4,0,34.97%,2664,93.68%,27550,49,Golbat,,2,57.78%,1730,95.06%,175600,323,Crobat,,2,53.06%,1923,91.76%,55000,53,Zubat,,2,
1270,Krabby,,98,♀,729,61,5,14,6,55.6,18.0,18.0,,,,"2020-07-17 21:01","2020-07-17 21:01",7/17/2020,,,0,0,2,0,38.32%,2527,94.70%,6900,56,Kingler,,0,,,,,,,,,,,,,,,,,G
1271,Krabby,,98,♀,1145,78,15,14,13,93.3,26.0,26.0,,,,"2020-07-17 20:46","2020-07-17 20:46",7/17/2020,,,1,0,2,0,,,,,,,,,50.35%,2034,95.99%,29000,102,Kingler,,0,,,,,,,,,U
1272,Grimer,Alola,88,♀,754,122,12,11,15,84.4,20.0,20.0,,,,"2020-07-17 19:03","2020-07-17 19:03",7/17/2020,,,0,0,1,0,96.17%,158,94.27%,225000,248,Grimer,Alola,0,62.76%,1526,96.17%,137000,180,Muk,Alola,0,,,,,,,,,
1273,Oddish,,43,♀,553,77,7,2,9,40.0,18.0,18.0,,,,"2020-07-17 19:02","2020-07-17 19:02",7/17/2020,,,0,0,1,0,54.04%,1883,94.58%,224400,266,Gloom,,0,30.16%,2861,89.17%,234400,381,Vileplume,,0,,,,,,,,,
1274,Granbull,,210,♂,1918,148,14,14,7,77.8,27.0,27.0,Snarl,Crunch,,"2020-07-17 19:02","2020-07-17 19:02",7/17/2020,,,0,0,0,0,,,,,,,,,95.85%,171,97.64%,178000,206,Granbull,,0,,,,,,,,,
1275,Slakoth,,287,♀,585,104,13,6,11,66.7,22.0,22.0,,,,"2020-07-17 19:02","2020-07-17 19:02",7/17/2020,,,0,0,1,0,43.20%,2327,94.62%,45000,65,Vigoroth,,0,78.36%,887,90.99%,214000,263,Vigoroth,,0,,,,,,,,,
1276,Diglett,Alola,50,♀,465,54,13,5,13,68.9,26.0,26.0,,,,"2020-07-17 19:02","2020-07-17 19:02",7/17/2020,,,0,0,1,0,52.04%,1965,95.04%,26000,74,Dugtrio,Alola,0,81.51%,758,90.89%,186000,264,Dugtrio,Alola,0,27.16%,2984,90.33%,12500,12,Diglett,Alola,0,
1277,Slakoth,,287,♂,504,97,10,10,12,71.1,19.0,19.0,,,,"2020-07-17 19:01","2020-07-17 19:01",7/17/2020,,,0,0,1,0,,,,,,,,,16.90%,3404,94.22%,5000,129,Slaking,,0,,,,,,,,,U
1278,Diglett,Alola,50,♀,469,56,10,2,15,60.0,27.0,27.0,,,,"2020-07-17 19:01","2020-07-17 19:01",7/17/2020,,,0,0,1,0,61.22%,1589,95.47%,23000,70,Dugtrio,Alola,0,73.92%,1069,89.60%,178000,256,Dugtrio,Alola,0,38.95%,2501,91.26%,13500,12,Diglett,Alola,0,
1279,Eevee,,133,♂,473,89,3,6,12,46.7,18.0,18.0,,,,"2020-07-17 19:01","2020-07-17 19:01",7/17/2020,,,0,0,2,0,91.55%,347,97.12%,0,25,Glaceon,,0,,,,,,,,,,,,,,,,,G
1280,Nidoran♂,,32,♂,481,86,15,11,15,91.1,20.0,20.0,,,,"2020-07-17 19:01","2020-07-17 19:01",7/17/2020,,,0,0,2,0,46.28%,2201,94.46%,2500,127,Nidoking,,0,,,,,,,,,,,,,,,,,G
1281,Oddish,,43,♂,732,88,4,7,7,40.0,24.0,24.0,,,,"2020-07-17 19:01","2020-07-17 19:01",7/17/2020,,,0,0,2,0,85.86%,580,97.09%,11000,134,Bellossom,,0,31.21%,2818,89.28%,201000,351,Vileplume,,0,,,,,,,,,
1282,Diglett,Alola,50,♂,451,54,7,4,11,48.9,27.0,27.0,,,,"2020-07-17 19:01","2020-07-17 19:01",7/17/2020,,,0,0,1,0,65.86%,1399,95.70%,33000,78,Dugtrio,Alola,0,53.68%,1898,86.84%,178000,256,Dugtrio,Alola,0,36.14%,2616,91.03%,23000,20,Diglett,Alola,0,
1283,Yanma,,193,♂,622,96,3,3,13,42.2,17.0,17.0,,,,"2020-07-17 19:01","2020-07-17 19:01",7/17/2020,,,0,0,5,0,92.06%,326,97.24%,11300,110,Yanmega,,0,,,,,,,,,,,,,,,,,G
1284,Wailmer,,320,♀,937,187,11,5,3,42.2,25.0,25.0,,,,"2020-07-17 19:01","2020-07-17 19:01",7/17/2020,,,0,0,2,0,19.54%,3296,92.68%,0,400,Wailord,,0,,,,,,,,,,,,,,,,,G
1285,Pidgey,,16,♂,429,90,12,0,15,60.0,25.0,25.0,,,,"2020-07-17 19:00","2020-07-17 19:00",7/17/2020,,,0,0,2,0,23.81%,3121,93.35%,8000,68,Pidgeot,Normal,0,60.44%,1621,89.61%,194000,282,Pidgeot,Normal,0,21.76%,3205,88.92%,34000,30,Pidgey,,0,
1286,Spinarak,,167,♀,673,91,15,15,5,77.8,30.0,30.0,,,,"2020-07-16 06:41","2020-07-16 06:41",7/16/2020,,,0,0,2,0,25.59%,3048,93.83%,5000,54,Ariados,,0,,,,,,,,,,,,,,,,,G
1287,Misdreavus,,200,♂,1309,107,11,15,6,71.1,25.0,25.0,Hex,Return,,"2020-07-16 05:32","2020-07-16 05:32",7/11/2020,,,0,2,0,0,47.89%,2135,94.87%,26550,26,Misdreavus,,2,94.58%,223,97.41%,174600,300,Mismagius,,2,,,,,,,,,
1288,Rattata,Normal,19,♀,599,87,7,13,15,77.8,32.0,32.0,,,,"2020-07-15 21:21","2020-07-15 21:21",7/15/2020,,,0,0,1,0,92.82%,295,97.36%,26000,53,Raticate,Normal,0,94.95%,208,94.21%,128000,187,Raticate,Normal,0,,,,,,,,,
1289,Vulpix,Normal,37,♀,529,79,2,8,0,22.2,26.0,26.0,,,,"2020-07-15 21:20","2020-07-15 21:20",7/15/2020,,,0,0,2,0,59.66%,1653,95.29%,0,50,Ninetales,Normal,0,,,,,,,,,,,,,,,,,G
1290,Magikarp,,129,♀,148,67,3,1,9,28.9,29.0,29.0,,,,"2020-07-15 21:20","2020-07-15 21:20",7/15/2020,,,0,0,1,0,,,,,,,,,13.46%,3545,58.59%,160000,190,Magikarp,,0,,,,,,,,,U
1291,Sandshrew,Alola,27,♀,731,90,15,13,14,93.3,20.0,20.0,,,,"2020-07-15 21:20","2020-07-15 21:20",7/15/2020,,,0,0,2,0,32.28%,2774,94.06%,8000,57,Sandslash,Alola,0,,,,,,,,,,,,,,,,,G
1292,Eevee,,133,♂,974,121,13,15,14,93.3,35.0,35.0,,,,"2020-07-15 21:19","2020-07-15 21:19",7/15/2020,,,0,0,5,0,,,,,,,,,99.54%,20,97.55%,88000,118,Eevee,,0,,,,,,,,,U
1293,Nidoran♀,,29,♀,381,89,3,7,4,31.1,20.0,20.0,,,,"2020-07-15 09:41","2020-07-15 09:41",7/15/2020,,,0,0,1,0,82.20%,730,96.62%,20500,144,Nidoqueen,,0,15.19%,3474,85.23%,225000,373,Nidoqueen,,0,70.77%,1198,93.75%,39000,34,Nidoran♀,,0,
1294,Vulpix,Normal,37,♂,562,85,7,15,15,82.2,24.0,24.0,,,,"2020-07-15 09:18","2020-07-15 09:18",7/14/2020,,,0,0,5,0,94.65%,220,97.63%,0,50,Ninetales,Normal,0,,,,,,,,,,,,,,,,,G
1295,Magnemite,,81,,731,64,8,9,15,71.1,20.0,20.0,,,,"2020-07-15 09:18","2020-07-15 09:18",7/14/2020,,,0,0,2,0,90.94%,372,96.96%,11000,35,Magneton,,0,,,,,,,,,,,,,,,,,G
1296,Zubat,,41,♀,347,75,10,7,4,46.7,21.0,21.0,,,,"2020-07-15 09:18","2020-07-15 09:18",7/14/2020,,,0,0,2,0,16.48%,3421,93.15%,0,125,Crobat,,0,,,,,,,,,,,,,,,,,G
1297,Tangela,,114,♀,1887,126,9,12,6,60.0,33.0,33.0,Infestation,Sludge Bomb,,"2020-07-15 09:18","2020-07-15 09:18",7/14/2020,,,0,0,1,0,,,,,,,,,70.18%,1222,90.62%,116000,150,Tangela,,0,,,,,,,,,
1298,Turtwig,,387,♂,570,86,12,10,7,64.4,18.0,18.0,,,,"2020-07-15 09:18","2020-07-15 09:18",7/14/2020,,,0,0,2,0,45.20%,2245,94.82%,2200,127,Torterra,,0,20.76%,3246,94.93%,106400,219,Torterra,,0,,,,,,,,,
1299,Sneasel,,215,♂,995,91,6,11,15,71.1,18.0,18.0,,,,"2020-07-15 09:17","2020-07-15 09:17",7/14/2020,,,0,0,2,0,67.45%,1334,95.73%,0,100,Weavile,,0,,,,,,,,,,,,,,,,,G
1300,Koffing,,109,♀,232,48,0,9,8,37.8,8.0,8.0,,,,"2020-07-15 09:17","2020-07-15 09:17",7/14/2020,,,0,1,2,0,92.31%,316,97.18%,3000,48,Weezing,Normal,2,50.31%,2036,88.75%,177600,258,Weezing,Normal,2,98.24%,73,97.67%,29770,48,Koffing,,1,
1301,Turtwig,,387,♂,518,85,4,14,10,62.2,17.0,17.0,,,,"2020-07-15 09:17","2020-07-15 09:17",7/13/2020,,,0,0,5,0,94.85%,212,97.88%,8800,133,Torterra,,0,,,,,,,,,,,,,,,,,G
1302,Geodude,Alola,74,♂,595,72,10,14,11,77.8,17.0,17.0,,,,"2020-07-15 09:16","2020-07-15 09:16",7/13/2020,,,0,0,1,0,33.28%,2733,94.03%,74300,91,Graveler,Alola,0,58.39%,1705,96.24%,98800,211,Golem,Alola,0,,,,,,,,,
1303,Eevee,,133,♀,554,88,12,7,2,46.7,20.0,20.0,,,,"2020-07-15 09:16","2020-07-15 09:16",7/13/2020,,,0,0,1,0,13.16%,3557,92.20%,39000,59,Umbreon,,0,26.64%,3005,94.80%,80000,95,Sylveon,,0,,,,,,,,,
1304,Shelmet,,616,♂,459,87,9,9,3,46.7,22.0,22.0,,,,"2020-07-15 09:16","2020-07-15 09:16",7/13/2020,,,0,0,1,0,31.50%,2806,94.09%,6000,206,Accelgor,,0,46.69%,2184,87.37%,214000,438,Accelgor,,0,18.83%,3325,88.81%,9500,9,Shelmet,,0,
1305,Grimer,Normal,88,♂,719,115,7,14,4,55.6,20.0,20.0,,,,"2020-07-15 09:16","2020-07-15 09:16",7/13/2020,,,0,0,2,0,48.79%,2098,95.21%,0,50,Muk,Normal,0,,,,,,,,,,,,,,,,,G
1306,Turtwig,,387,♂,529,86,4,8,6,40.0,18.0,18.0,,,,"2020-07-15 09:16","2020-07-15 09:16",7/13/2020,,,0,0,2,0,82.78%,706,96.72%,6900,131,Torterra,,0,75.41%,1008,97.13%,146400,263,Torterra,,0,,,,,,,,,
1307,Oddish,,43,♀,601,82,6,7,13,57.8,19.0,19.0,,,,"2020-07-15 09:15","2020-07-15 09:15",7/13/2020,,,0,0,2,0,92.87%,293,97.64%,16000,139,Vileplume,,0,68.18%,1304,93.19%,230000,377,Vileplume,,0,,,,,,,,,
