Index,Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Prod (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Prod (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Marked for PvP use
1013,Gastly,,92,♀,589,66,2,8,12,48.9,19.0,19.0,,,,"2020-07-19 16:38","2020-07-19 16:38",7/19/2020,,,0,0,2,0,84.64%,630,96.67%,2500,127,Gengar,Normal,0,,,,,,,,,G
1014,Gastly,,92,♂,562,63,6,14,13,73.3,17.0,17.0,,,,"2020-07-19 16:38","2020-07-19 16:38",7/19/2020,,,0,0,1,0,97.88%,88,98.27%,8800,133,Gengar,Normal,0,,,,,,,,,G
1015,Gastly,,92,♂,888,81,15,5,15,77.8,27.0,27.0,,,,"2020-07-19 16:38","2020-07-19 16:38",7/19/2020,,,0,0,1,0,19.44%,3300,93.19%,4500,29,Haunter,,0,,,,,,,,,G
1016,Gastly,,92,♀,552,60,14,9,7,66.7,17.0,17.0,,,,"2020-07-19 16:38","2020-07-19 16:38",7/19/2020,,,0,0,1,0,53.68%,1898,95.07%,8800,133,Gengar,Normal,0,,,,,,,,,G
1017,Krabby,,98,♂,689,58,6,14,5,55.6,17.0,17.0,,,,"2020-07-19 16:37","2020-07-19 16:37",7/19/2020,,,0,0,1,0,57.75%,1731,95.01%,326800,260,Krabby,,0,52.01%,1966,96.07%,166800,212,Kingler,,0,
1018,Gastly,,92,♂,627,69,5,6,14,55.6,20.0,20.0,,,,"2020-07-19 16:37","2020-07-19 16:37",7/19/2020,,,0,0,1,0,62.44%,1539,83.73%,475000,248,Gastly,,0,,,,,,,,,G
1019,Gastly,,92,♂,926,83,6,8,14,62.2,29.0,29.0,,,,"2020-07-19 15:06","2020-07-19 15:06",7/19/2020,,,0,0,1,0,76.02%,983,86.48%,410000,190,Gastly,,0,,,,,,,,,G
1020,Gastly,,92,♀,551,60,8,7,4,42.2,18.0,18.0,,,,"2020-07-19 15:05","2020-07-19 15:05",7/19/2020,,,0,0,2,0,16.26%,3430,93.23%,6900,131,Gengar,Normal,0,,,,,,,,,G
1021,Gastly,,92,♀,942,82,11,8,12,68.9,29.0,29.0,,,,"2020-07-19 14:40","2020-07-19 14:40",7/19/2020,,,0,0,1,0,77.88%,907,86.90%,410000,190,Gastly,,0,,,,,,,,,G
1022,Gastly,,92,♂,542,61,2,7,7,35.6,18.0,18.0,,,,"2020-07-19 14:38","2020-07-19 14:38",7/19/2020,,,0,0,2,0,82.08%,735,96.51%,9400,133,Gengar,Normal,0,,,,,,,,,G
1023,Gastly,,92,♀,630,68,14,7,15,80.0,19.0,19.0,,,,"2020-07-19 14:35","2020-07-19 14:35",7/19/2020,,,0,0,1,0,88.35%,478,89.79%,480000,252,Gastly,,0,,,,,,,,,G
1024,Gastly,,92,♂,531,60,13,4,7,53.3,17.0,17.0,,,,"2020-07-19 14:30","2020-07-19 14:30",7/19/2020,,,0,0,1,0,2.30%,4002,91.73%,8800,133,Gengar,Normal,0,,,,,,,,,G
1025,Gastly,,92,♂,604,59,9,15,0,53.3,19.0,19.0,,,,"2020-07-19 14:28","2020-07-19 14:28",7/19/2020,,,0,0,2,0,78.10%,898,96.26%,2500,127,Gengar,Normal,0,,,,,,,,,G
1026,Gastly,,92,♂,812,73,6,2,2,22.2,28.0,28.0,,,,"2020-07-19 14:27","2020-07-19 14:27",7/19/2020,,,0,0,1,0,28.25%,2939,93.67%,35000,55,Haunter,,0,,,,,,,,,G
1027,Gastly,,92,♂,588,64,3,9,9,46.7,19.0,19.0,,,,"2020-07-19 14:27","2020-07-19 14:27",7/19/2020,,,0,0,2,0,66.64%,1367,95.66%,2500,127,Gengar,Normal,0,,,,,,,,,G
1028,Gastly,,92,♀,552,62,0,4,6,22.2,19.0,19.0,,,,"2020-07-19 14:14","2020-07-19 14:14",7/19/2020,0.13kg,1.48m,0,0,2,2500,91.72%,340,97.28%,7500,131,Gengar,Normal,0,,,,,,,,,G
1029,Gastly,,92,♀,611,64,3,15,9,60.0,19.0,19.0,,,,"2020-07-19 14:14","2020-07-19 14:14",7/19/2020,,,0,0,2,0,68.45%,1293,95.74%,0,125,Gengar,Normal,0,,,,,,,,,G
1030,Cacnea,,331,♂,757,97,4,8,12,53.3,24.0,24.0,,,,"2020-07-19 14:14","2020-07-19 14:14",7/19/2020,,,0,0,2,0,65.98%,1394,95.50%,3500,53,Cacturne,,0,,,,,,,,,G
1031,Gastly,,92,♂,471,55,7,11,5,51.1,15.0,15.0,,,,"2020-07-19 14:14","2020-07-19 14:14",7/19/2020,,,0,0,1,0,78.56%,879,96.29%,18900,143,Gengar,Normal,0,,,,,,,,,G
1032,Hitmonchan,,107,♂,494,57,5,10,15,66.7,8.0,8.0,,,,"2020-07-19 14:14","2020-07-19 14:14",7/19/2020,,,0,1,1,0,69.79%,1238,95.97%,70934,92,Hitmonchan,,1,96.51%,144,98.12%,377600,215,Hitmonchan,,2,
1033,Budew,,406,♂,477,80,15,10,14,86.7,20.0,20.0,,,,"2020-07-19 14:14","2020-07-19 14:14",7/19/2020,,,0,0,1,0,36.83%,2588,94.46%,60500,79,Roselia,,0,10.67%,3659,94.55%,70000,187,Roserade,,0,
1034,Grimer,Normal,88,♂,273,74,9,2,8,42.2,8.0,8.0,,,,"2020-07-19 00:22","2020-07-19 00:22",7/19/2020,,,0,1,0,0,40.78%,2426,94.84%,49330,119,Muk,Normal,1,12.80%,3572,94.36%,127200,186,Muk,Normal,2,
1035,Oddish,,43,♀,646,84,10,5,13,62.2,20.0,20.0,,,,"2020-07-19 00:22","2020-07-19 00:22",7/18/2020,,,0,0,2,0,55.29%,1832,95.34%,8000,132,Vileplume,,0,,,,,,,,,G
1036,Krabby,,98,♂,1147,74,7,11,1,42.2,29.0,29.0,,,,"2020-07-19 00:22","2020-07-19 00:22",7/18/2020,,,0,0,1,0,39.71%,2470,94.11%,311000,190,Krabby,,0,58.07%,1718,96.29%,113000,174,Kingler,,0,
1037,Oddish,,43,♂,639,82,10,14,14,84.4,19.0,19.0,,,,"2020-07-19 00:22","2020-07-19 00:22",7/18/2020,,,0,0,2,0,88.11%,488,97.18%,10000,133,Vileplume,,0,,,,,,,,,G
1038,Bulbasaur,,1,♂,580,83,11,12,15,84.4,19.0,19.0,,,,"2020-07-19 00:22","2020-07-19 00:22",7/18/2020,,,0,0,2,0,47.47%,2152,95.08%,121000,135,Ivysaur,,0,75.80%,992,97.13%,158000,279,Venusaur,Normal,0,
1039,Slakoth,,287,♂,217,62,15,9,12,80.0,8.0,8.0,,,,"2020-07-19 00:22","2020-07-19 00:22",7/18/2020,,,0,0,2,0,59.73%,1650,94.68%,8200,135,Slaking,,0,39.12%,2494,95.24%,38600,167,Slaking,,0,
1040,Slakoth,,287,♀,231,70,0,2,11,28.9,10.0,10.0,,,,"2020-07-19 00:22","2020-07-19 00:22",7/18/2020,,,0,0,5,0,97.17%,117,97.75%,7200,135,Slaking,,0,,,,,,,,,G
1041,Machop,,66,♂,262,65,7,14,2,51.1,8.0,8.0,,,,"2020-07-19 00:22","2020-07-19 00:22",7/18/2020,,,0,1,1,0,35.90%,2626,94.29%,17400,39,Machoke,,2,67.94%,1314,96.50%,42600,153,Machamp,,2,
1042,Krabby,,98,♀,730,62,3,3,6,26.7,19.0,19.0,,,,"2020-07-19 00:22","2020-07-19 00:22",7/18/2020,,,0,0,2,0,51.36%,1993,95.27%,7500,56,Kingler,,0,32.65%,2759,95.36%,201000,260,Kingler,,0,
1043,Bellsprout,,69,♂,670,97,15,13,15,95.6,23.0,23.0,,,,"2020-07-19 00:22","2020-07-19 00:22",7/18/2020,,,0,0,1,0,59.83%,1646,95.13%,128000,149,Weepinbell,,0,62.27%,1546,95.99%,261000,357,Victreebel,,0,
1044,Slowpoke,Normal,79,♂,616,122,15,13,9,82.2,18.0,18.0,,,,"2020-07-19 00:21","2020-07-19 00:21",7/18/2020,,,0,0,0,0,54.92%,1847,95.00%,14400,62,Slowbro,,0,,,,,,,,,G
1045,Electabuzz,,125,♂,1321,107,0,11,8,42.2,22.0,22.0,Low Kick,Thunder,,"2020-07-19 00:21","2020-07-19 00:21",7/18/2020,,,0,0,1,0,78.14%,896,96.55%,16500,15,Electabuzz,,0,,,,,,,,,G
1046,Tangela,,114,♂,1791,129,4,12,14,66.7,30.0,30.0,Infestation,Grass Knot,,"2020-07-19 00:21","2020-07-19 00:21",7/18/2020,,,0,0,2,0,,,,,,,,,90.33%,397,98.16%,10000,108,Tangrowth,,0,
1047,Oddish,,43,♀,1073,107,9,12,13,75.6,35.0,35.0,,,,"2020-07-19 00:21","2020-07-19 00:21",7/18/2020,,,0,0,2,0,67.23%,1343,96.04%,8000,35,Gloom,,0,,,,,,,,,G
1048,Hippopotas,,449,♀,1041,128,11,13,13,82.2,28.0,28.0,,,,"2020-07-19 00:21","2020-07-19 00:21",7/18/2020,,,0,0,2,0,95.92%,168,97.00%,419000,198,Hippopotas,,0,61.90%,1561,96.59%,9000,58,Hippowdon,,0,
1049,Slowpoke,Normal,79,♂,726,135,15,5,9,64.4,22.0,22.0,,,,"2020-07-19 00:21","2020-07-19 00:21",7/18/2020,,,0,0,1,0,76.26%,973,88.70%,464000,238,Slowpoke,Normal,0,7.69%,3781,93.73%,245000,288,Slowbro,,0,
1050,Krabby,,98,♂,1040,77,3,0,9,26.7,27.0,27.0,,,,"2020-07-19 00:21","2020-07-19 00:21",7/18/2020,,,0,0,1,0,55.97%,1804,94.92%,384000,206,Krabby,,0,55.46%,1825,96.19%,149000,214,Kingler,,0,
1051,Zubat,,41,♂,123,49,6,0,12,40.0,8.0,8.0,,,,"2020-07-19 00:20","2020-07-19 00:20",7/18/2020,,,0,1,4,0,34.97%,2664,93.68%,27550,49,Golbat,,2,51.21%,1999,95.93%,193600,323,Crobat,,2,
1052,Krabby,,98,♀,729,61,5,14,6,55.6,18.0,18.0,,,,"2020-07-17 21:01","2020-07-17 21:01",7/17/2020,,,0,0,2,0,38.32%,2527,94.70%,6900,56,Kingler,,0,,,,,,,,,G
1053,Krabby,,98,♀,1145,78,15,14,13,93.3,26.0,26.0,,,,"2020-07-17 20:46","2020-07-17 20:46",7/17/2020,,,1,0,2,0,,,,,,,,,49.91%,2052,95.99%,29000,102,Kingler,,0,U
1054,Grimer,Alola,88,♀,754,122,12,11,15,84.4,20.0,20.0,,,,"2020-07-17 19:03","2020-07-17 19:03",7/17/2020,,,0,0,1,0,98.00%,83,98.09%,475000,248,Grimer,Alola,0,53.77%,1894,96.17%,137000,180,Muk,Alola,0,
1055,Oddish,,43,♀,553,77,7,2,9,40.0,18.0,18.0,,,,"2020-07-17 19:02","2020-07-17 19:02",7/17/2020,,,0,0,1,0,38.63%,2514,94.58%,224400,266,Gloom,,0,27.11%,2986,94.80%,346400,381,Vileplume,,0,
1056,Granbull,,210,♂,1918,148,14,14,7,77.8,27.0,27.0,Snarl,Crunch,,"2020-07-17 19:02","2020-07-17 19:02",7/17/2020,,,0,0,0,0,,,,,,,,,36.24%,2612,95.09%,178000,206,Granbull,,0,
1057,Slakoth,,287,♀,585,104,13,6,11,66.7,22.0,22.0,,,,"2020-07-17 19:02","2020-07-17 19:02",7/17/2020,,,0,0,1,0,43.20%,2327,94.62%,45000,65,Vigoroth,,0,78.27%,891,91.12%,464000,263,Vigoroth,,0,
1058,Diglett,Alola,50,♀,465,54,13,5,13,68.9,26.0,26.0,,,,"2020-07-17 19:02","2020-07-17 19:02",7/17/2020,,,0,0,1,0,52.04%,1965,95.04%,26000,74,Dugtrio,Alola,0,84.88%,620,91.88%,436000,264,Dugtrio,Alola,0,
1059,Slakoth,,287,♂,504,97,10,10,12,71.1,19.0,19.0,,,,"2020-07-17 19:01","2020-07-17 19:01",7/17/2020,,,0,0,1,0,,,,,,,,,16.90%,3404,94.22%,5000,129,Slaking,,0,U
1060,Diglett,Alola,50,♀,469,56,10,2,15,60.0,27.0,27.0,,,,"2020-07-17 19:01","2020-07-17 19:01",7/17/2020,,,0,0,1,0,61.22%,1589,95.47%,23000,70,Dugtrio,Alola,0,72.19%,1140,89.60%,428000,256,Dugtrio,Alola,0,
1061,Eevee,,133,♂,473,89,3,6,12,46.7,18.0,18.0,,,,"2020-07-17 19:01","2020-07-17 19:01",7/17/2020,,,0,0,2,0,91.55%,347,97.12%,0,25,Glaceon,,0,,,,,,,,,G
1062,Nidoran♂,,32,♂,481,86,15,11,15,91.1,20.0,20.0,,,,"2020-07-17 19:01","2020-07-17 19:01",7/17/2020,,,0,0,2,0,46.28%,2201,94.46%,2500,127,Nidoking,,0,,,,,,,,,G
1063,Oddish,,43,♂,732,88,4,7,7,40.0,24.0,24.0,,,,"2020-07-17 19:01","2020-07-17 19:01",7/17/2020,,,0,0,2,0,85.86%,580,97.09%,11000,134,Bellossom,,0,61.71%,1569,96.17%,326000,351,Vileplume,,0,
1064,Diglett,Alola,50,♂,451,54,7,4,11,48.9,27.0,27.0,,,,"2020-07-17 19:01","2020-07-17 19:01",7/17/2020,,,0,0,1,0,65.86%,1399,95.70%,33000,78,Dugtrio,Alola,0,53.04%,1924,86.99%,428000,256,Dugtrio,Alola,0,
1065,Yanma,,193,♂,622,96,3,3,13,42.2,17.0,17.0,,,,"2020-07-17 19:01","2020-07-17 19:01",7/17/2020,,,0,0,5,0,92.06%,326,97.24%,11300,110,Yanmega,,0,,,,,,,,,G
1066,Wailmer,,320,♀,937,187,11,5,3,42.2,25.0,25.0,,,,"2020-07-17 19:01","2020-07-17 19:01",7/17/2020,,,0,0,2,0,19.54%,3296,92.68%,0,400,Wailord,,0,,,,,,,,,G
1067,Pidgey,,16,♂,429,90,12,0,15,60.0,25.0,25.0,,,,"2020-07-17 19:00","2020-07-17 19:00",7/17/2020,,,0,0,2,0,23.81%,3121,93.35%,8000,68,Pidgeot,Normal,0,63.13%,1511,89.61%,444000,282,Pidgeot,Normal,0,
1068,Spinarak,,167,♀,673,91,15,15,5,77.8,30.0,30.0,,,,"2020-07-16 06:41","2020-07-16 06:41",7/16/2020,,,0,0,2,0,25.32%,3059,93.83%,5000,54,Ariados,,0,,,,,,,,,G
1069,Misdreavus,,200,♂,1309,107,11,15,6,71.1,25.0,25.0,Hex,Return,,"2020-07-16 05:32","2020-07-16 05:32",7/11/2020,,,0,2,0,0,47.89%,2135,94.87%,26550,26,Misdreavus,,2,64.03%,1474,96.29%,174600,300,Mismagius,,2,
1070,Rattata,Normal,19,♀,599,87,7,13,15,77.8,32.0,32.0,,,,"2020-07-15 21:21","2020-07-15 21:21",7/15/2020,,,0,0,1,0,92.82%,295,97.36%,26000,53,Raticate,Normal,0,94.87%,211,94.21%,378000,187,Raticate,Normal,0,
1071,Vulpix,Normal,37,♀,529,79,2,8,0,22.2,26.0,26.0,,,,"2020-07-15 21:20","2020-07-15 21:20",7/15/2020,,,0,0,2,0,59.66%,1653,95.29%,0,50,Ninetales,Normal,0,,,,,,,,,G
1072,Magikarp,,129,♀,148,67,3,1,9,28.9,29.0,29.0,,,,"2020-07-15 21:20","2020-07-15 21:20",7/15/2020,,,0,0,1,0,,,,,,,,,12.19%,3597,58.08%,410000,190,Magikarp,,0,U
1073,Sandshrew,Alola,27,♀,731,90,15,13,14,93.3,20.0,20.0,,,,"2020-07-15 21:20","2020-07-15 21:20",7/15/2020,,,0,0,2,0,32.28%,2774,94.06%,8000,57,Sandslash,Alola,0,,,,,,,,,G
1074,Eevee,,133,♂,974,121,13,15,14,93.3,35.0,35.0,,,,"2020-07-15 21:19","2020-07-15 21:19",7/15/2020,,,0,0,5,0,,,,,,,,,99.58%,18,97.59%,338000,118,Eevee,,0,U
1075,Nidoran♀,,29,♀,381,89,3,7,4,31.1,20.0,20.0,,,,"2020-07-15 09:41","2020-07-15 09:41",7/15/2020,,,0,0,1,0,82.20%,730,96.62%,20500,144,Nidoqueen,,0,65.79%,1402,96.41%,445000,373,Nidoqueen,,0,
1076,Vulpix,Normal,37,♂,562,85,7,15,15,82.2,24.0,24.0,,,,"2020-07-15 09:18","2020-07-15 09:18",7/14/2020,,,0,0,5,0,94.65%,220,97.63%,0,50,Ninetales,Normal,0,,,,,,,,,G
1077,Magnemite,,81,,731,64,8,9,15,71.1,20.0,20.0,,,,"2020-07-15 09:18","2020-07-15 09:18",7/14/2020,,,0,0,2,0,90.94%,372,96.96%,11000,35,Magneton,,0,,,,,,,,,G
1078,Zubat,,41,♀,347,75,10,7,4,46.7,21.0,21.0,,,,"2020-07-15 09:18","2020-07-15 09:18",7/14/2020,,,0,0,2,0,16.48%,3421,93.15%,0,125,Crobat,,0,,,,,,,,,G
1079,Tangela,,114,♀,1887,126,9,12,6,60.0,33.0,33.0,Infestation,Sludge Bomb,,"2020-07-15 09:18","2020-07-15 09:18",7/14/2020,,,0,0,1,0,,,,,,,,,72.72%,1118,92.31%,366000,150,Tangela,,0,
1080,Turtwig,,387,♂,570,86,12,10,7,64.4,18.0,18.0,,,,"2020-07-15 09:18","2020-07-15 09:18",7/14/2020,,,0,0,2,0,45.20%,2245,94.82%,2200,127,Torterra,,0,20.76%,3246,94.93%,106400,219,Torterra,,0,
1081,Sneasel,,215,♂,995,91,6,11,15,71.1,18.0,18.0,,,,"2020-07-15 09:17","2020-07-15 09:17",7/14/2020,,,0,0,2,0,67.45%,1334,95.73%,0,100,Weavile,,0,,,,,,,,,G
1082,Koffing,,109,♀,232,48,0,9,8,37.8,8.0,8.0,,,,"2020-07-15 09:17","2020-07-15 09:17",7/14/2020,,,0,1,2,0,92.31%,316,97.18%,3000,48,Weezing,Normal,2,52.11%,1962,92.33%,402600,258,Weezing,Normal,2,
1083,Turtwig,,387,♂,518,85,4,14,10,62.2,17.0,17.0,,,,"2020-07-15 09:17","2020-07-15 09:17",7/13/2020,,,0,0,5,0,94.85%,212,97.88%,8800,133,Torterra,,0,,,,,,,,,G
1084,Geodude,Alola,74,♂,595,72,10,14,11,77.8,17.0,17.0,,,,"2020-07-15 09:16","2020-07-15 09:16",7/13/2020,,,0,0,1,0,33.28%,2733,94.03%,74300,91,Graveler,Alola,0,58.39%,1705,96.24%,98800,211,Golem,Alola,0,
1085,Eevee,,133,♀,554,88,12,7,2,46.7,20.0,20.0,,,,"2020-07-15 09:16","2020-07-15 09:16",7/13/2020,,,0,0,1,0,13.16%,3557,92.20%,39000,59,Umbreon,,0,26.64%,3005,94.80%,80000,95,Sylveon,,0,
1086,Shelmet,,616,♂,459,87,9,9,3,46.7,22.0,22.0,,,,"2020-07-15 09:16","2020-07-15 09:16",7/13/2020,,,0,0,1,0,31.50%,2806,94.09%,6000,206,Accelgor,,0,46.54%,2190,95.30%,406000,438,Accelgor,,0,
1087,Grimer,Normal,88,♂,719,115,7,14,4,55.6,20.0,20.0,,,,"2020-07-15 09:16","2020-07-15 09:16",7/13/2020,,,0,0,2,0,48.79%,2098,95.21%,0,50,Muk,Normal,0,,,,,,,,,G
1088,Turtwig,,387,♂,529,86,4,8,6,40.0,18.0,18.0,,,,"2020-07-15 09:16","2020-07-15 09:16",7/13/2020,,,0,0,2,0,82.78%,706,96.72%,6900,131,Torterra,,0,75.41%,1008,97.13%,146400,263,Torterra,,0,
1089,Oddish,,43,♀,601,82,6,7,13,57.8,19.0,19.0,,,,"2020-07-15 09:15","2020-07-15 09:15",7/13/2020,,,0,0,2,0,92.87%,293,97.64%,16000,139,Vileplume,,0,71.62%,1163,96.60%,306000,377,Vileplume,,0,
1090,Absol,,359,♂,1374,100,10,14,6,66.7,20.0,20.0,Psycho Cut,Megahorn,,"2020-07-15 09:15","2020-07-12 23:22",6/3/2020,,,0,0,3,0,44.05%,2292,94.58%,8000,7,Absol,,0,,,,,,,,,G
1091,Slakoth,,287,♀,280,71,8,9,6,51.1,11.0,11.0,,,,"2020-07-12 21:45","2020-07-12 21:45",7/12/2020,,,0,0,5,0,85.49%,595,96.36%,3900,131,Slaking,,0,,,,,,,,,G
1092,Suicune,,245,,667,90,14,14,15,95.6,8.0,8.0,,,,"2020-07-12 21:45","2020-07-12 21:45",7/12/2020,,,0,1,0,0,49.55%,2067,94.79%,32410,51,Suicune,,1,15.97%,3442,94.55%,50600,50,Suicune,,2,
1093,Meowth,Normal,52,♂,630,98,8,15,11,75.6,34.0,34.0,,,,"2020-07-12 21:44","2020-07-12 21:44",7/12/2020,,,0,0,2,0,85.37%,600,97.01%,22000,76,Persian,Normal,0,93.33%,274,93.83%,352000,184,Persian,Normal,0,
1094,Pidove,,519,♂,651,105,5,12,5,48.9,32.0,32.0,,,,"2020-07-12 21:44","2020-07-12 21:44",7/12/2020,,,0,0,1,0,58.02%,1720,93.37%,378000,174,Tranquill,,0,84.74%,626,97.70%,108000,194,Unfezant,,0,
1095,Zubat,,41,♂,327,76,15,1,11,60.0,19.0,19.0,,,,"2020-07-12 21:44","2020-07-12 21:44",7/12/2020,,,0,0,1,0,6.69%,3822,92.34%,7500,131,Crobat,,0,,,,,,,,,G
1096,Treecko,,252,♂,522,75,6,15,9,66.7,19.0,19.0,,,,"2020-07-12 21:43","2020-07-12 21:43",7/12/2020,,,0,0,5,0,94.26%,236,97.34%,5000,129,Sceptile,,0,,,,,,,,,G
1097,Aipom,,190,♂,816,103,6,10,15,68.9,23.0,23.0,,,,"2020-07-12 21:43","2020-07-12 21:43",7/12/2020,,,0,0,5,0,96.48%,145,98.01%,0,100,Ambipom,,0,,,,,,,,,G
1098,Sneasel,,215,♂,846,80,13,11,10,75.6,15.0,15.0,,,,"2020-07-12 21:43","2020-07-12 21:43",7/12/2020,,,0,0,1,0,82.15%,732,96.55%,12000,112,Weavile,,0,57.78%,1730,95.97%,96400,186,Weavile,,0,
1099,Eevee,,133,♂,897,113,15,14,9,84.4,30.0,30.0,,,,"2020-07-12 21:43","2020-07-12 21:43",7/12/2020,,,0,0,1,0,98.53%,61,95.55%,400000,182,Eevee,,0,43.00%,2335,95.78%,5000,29,Leafeon,,0,
1100,Zubat,,41,♀,373,80,14,13,15,93.3,20.0,20.0,,,,"2020-07-12 21:42","2020-07-12 21:42",7/12/2020,,,0,0,5,0,81.81%,746,96.42%,0,125,Crobat,,0,,,,,,,,,G
1101,Grimer,Normal,88,♂,670,113,0,12,0,26.7,20.0,20.0,,,,"2020-07-12 18:21","2020-07-12 18:21",7/12/2020,,,0,0,2,0,67.18%,1345,96.06%,5000,54,Muk,Normal,0,85.49%,595,97.61%,245000,298,Muk,Normal,0,
1102,Grimer,Normal,88,♂,1153,150,9,11,11,68.9,33.0,33.0,,,,"2020-07-12 15:11","2020-07-12 15:11",7/10/2020,,,0,0,1,0,83.00%,697,93.85%,366000,150,Grimer,Normal,0,59.46%,1661,96.41%,52000,112,Muk,Normal,0,
1103,Gloom,,44,♂,359,60,12,14,5,68.9,8.0,8.0,,,,"2020-07-12 15:07","2020-07-12 15:07",7/12/2020,,,0,1,1,0,28.57%,2926,94.07%,85800,89,Gloom,,2,94.51%,226,97.84%,389100,303,Bellossom,,2,
1104,Larvitar,,246,♀,430,76,15,11,10,80.0,15.0,15.0,,,,"2020-07-12 13:21","2020-07-12 13:21",7/12/2020,,,0,0,1,0,33.94%,2706,94.42%,106400,119,Pupitar,,0,24.96%,3074,94.79%,38400,161,Tyranitar,,0,
1105,Alakazam,,65,♂,2272,109,13,13,13,86.7,26.5,26.5,Psycho Cut,Futuresight,,"2020-07-12 13:13","2020-05-03 14:43",5/3/2020,,,1,0,3,0,,,,,,,,,67.72%,1323,96.52%,11000,20,Alakazam,,0,U
1106,Glaceon,,471,♂,2484,126,10,13,15,84.4,28.5,28.5,Frost Breath,Ice Beam,,"2020-07-12 13:11","2020-04-26 19:15",4/26/2020,,,0,0,5,0,,,,,,,,,70.72%,1200,96.56%,0,0,Glaceon,,0,U
1107,Jolteon,,135,♂,2359,129,4,15,14,73.3,30.0,30.0,Thunder Shock,Thunderbolt,,"2020-07-12 13:09","2020-07-12 13:09",4/24/2020,,,0,0,0,0,,,,,,,,,99.22%,33,98.66%,41000,40,Jolteon,,0,
1108,Golbat,,42,♀,723,94,15,10,15,88.9,13.0,13.0,,,,"2020-07-12 12:52","2020-07-12 12:52",7/12/2020,,,0,1,1,0,26.13%,3026,93.21%,11800,11,Golbat,,2,,,,,,,,,G
1109,Lapras,,131,♂,569,109,13,3,15,68.9,8.0,8.0,,,,"2020-07-12 12:46","2020-07-12 12:46",7/12/2020,,,0,1,1,0,15.95%,3443,93.51%,49330,69,Lapras,,1,18.34%,3345,94.36%,145400,165,Lapras,,2,
1110,Misdreavus,,200,♂,863,88,1,9,2,26.7,18.0,18.0,,,,"2020-07-11 23:41","2020-07-11 23:41",7/11/2020,,,0,0,1,0,87.45%,515,97.19%,112400,100,Misdreavus,,0,64.18%,1468,96.29%,359400,356,Mismagius,,0,
1111,Hitmonlee,,106,♂,1063,77,10,11,13,75.6,15.0,15.0,,,,"2020-07-11 18:36","2020-07-11 18:36",7/11/2020,,,0,0,1,0,69.91%,1233,95.91%,26400,24,Hitmonlee,,0,67.16%,1346,96.42%,256400,268,Hitmonlee,,0,
1112,Zubat,,41,♀,352,77,10,14,10,75.6,20.0,20.0,,,,"2020-07-11 18:20","2020-07-11 18:20",7/11/2020,,,0,0,2,0,72.55%,1125,95.91%,2500,127,Crobat,,0,,,,,,,,,G
1113,Pineco,,204,♀,230,55,11,7,10,62.2,8.0,8.0,,,,"2020-07-11 00:34","2020-07-11 00:34",7/11/2020,,,0,1,1,0,22.56%,3172,93.57%,75134,146,Forretress,,1,96.68%,137,98.35%,404600,260,Forretress,,2,
1114,Ralts,,280,♂,214,55,14,4,5,51.1,16.0,16.0,,,,"2020-07-11 00:34","2020-07-11 00:34",7/10/2020,,,0,0,0,0,44.79%,2262,94.57%,8200,133,Gardevoir,,0,24.40%,3097,94.99%,92600,207,Gardevoir,,0,
1115,Magikarp,,129,♀,221,71,13,14,13,88.9,30.0,30.0,,,,"2020-07-10 13:35","2020-07-10 13:35",7/2/2020,,,0,0,1,0,,,,,,,,,98.49%,63,92.25%,400000,182,Magikarp,,0,U
1116,Magikarp,,129,♀,204,69,13,12,13,84.4,28.0,28.0,,,,"2020-07-10 13:10","2020-07-10 13:10",6/28/2020,,,0,0,1,0,,,,,,,,,97.31%,111,90.39%,419000,198,Magikarp,,0,U
1117,Scyther,,123,♀,2181,135,6,5,11,48.9,31.0,31.0,Air Slash,Aerial Ace,,"2020-07-10 12:59","2020-07-10 12:59",6/30/2020,,,0,0,2,0,,,,,,,,,59.24%,1670,95.98%,18000,68,Scizor,,0,U
1118,Misdreavus,,200,♀,381,58,4,7,1,26.7,8.0,8.0,,,,"2020-07-10 12:44","2020-07-10 12:44",7/10/2020,,,0,1,1,0,70.57%,1206,96.05%,47100,45,Misdreavus,,2,41.27%,2406,95.41%,246000,303,Mismagius,,2,
1119,Grimer,Normal,88,♀,711,117,5,13,7,55.6,20.0,20.0,,,,"2020-07-10 11:46","2020-07-10 11:46",7/10/2020,,,0,0,2,0,45.81%,2220,95.07%,0,50,Muk,Normal,0,,,,,,,,,G
1120,Steelix,,208,,1487,122,12,14,15,91.1,22.0,22.0,Thunder Fang,Heavy Slam,,"2020-07-10 11:28","2020-07-10 11:00",7/5/2020,,,1,0,5,0,50.92%,2011,94.45%,0,0,Steelix,,0,,,,,,,,,G
