r,c href,c src,l,l href,c,c 2,c 3,c 4,c 5,c 6,
442,https://bulbapedia.bulbagarden.net/wiki/Spiritomb_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/b/b3/GO442.png/48px-GO442.png,Spiritomb,https://bulbapedia.bulbagarden.net/wiki/Spiritomb_(Pok%C3%A9mon),137,169,199,4607447,2072,2343,
443,https://bulbapedia.bulbagarden.net/wiki/Gible_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/8/8f/GO443.png/48px-GO443.png,Gible,https://bulbapedia.bulbagarden.net/wiki/Gible_(Pok%C3%A9mon),151,124,84,1572816,1112,1258,
444,https://bulbapedia.bulbagarden.net/wiki/Gabite_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/cd/GO444.png/48px-GO444.png,Gabite,https://bulbapedia.bulbagarden.net/wiki/Gabite_(Pok%C3%A9mon),169,172,125,3633500,1874,2119,
445,https://bulbapedia.bulbagarden.net/wiki/Garchomp_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/7/79/GO445.png/48px-GO445.png,Garchomp,https://bulbapedia.bulbagarden.net/wiki/Garchomp_(Pok%C3%A9mon),239,261,193,12039147,3962,4479,
446,https://bulbapedia.bulbagarden.net/wiki/Munchlax_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/f/f0/GO446.png/48px-GO446.png,Munchlax,https://bulbapedia.bulbagarden.net/wiki/Munchlax_(Pok%C3%A9mon),286,137,117,4584294,1892,2139,
447,https://bulbapedia.bulbagarden.net/wiki/Riolu_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/6/60/GO447.png/48px-GO447.png,Riolu,https://bulbapedia.bulbagarden.net/wiki/Riolu_(Pok%C3%A9mon),120,127,78,1188720,993,1123,
448,https://bulbapedia.bulbagarden.net/wiki/Lucario_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/7/7b/GO448.png/48px-GO448.png,Lucario,https://bulbapedia.bulbagarden.net/wiki/Lucario_(Pok%C3%A9mon),172,236,144,5845248,2703,3056,
449,https://bulbapedia.bulbagarden.net/wiki/Hippopotas_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/b/b8/GO449.png/48px-GO449.png,Hippopotas,https://bulbapedia.bulbagarden.net/wiki/Hippopotas_(Pok%C3%A9mon),169,124,118,2472808,1358,1535,
450,https://bulbapedia.bulbagarden.net/wiki/Hippowdon_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/8/8c/GO450.png/48px-GO450.png,Hippowdon,https://bulbapedia.bulbagarden.net/wiki/Hippowdon_(Pok%C3%A9mon),239,201,191,9175449,3085,3488,
451,https://bulbapedia.bulbagarden.net/wiki/Skorupi_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/b/b0/GO451.png/48px-GO451.png,Skorupi,https://bulbapedia.bulbagarden.net/wiki/Skorupi_(Pok%C3%A9mon),120,93,151,1685160,1009,1141,
452,https://bulbapedia.bulbagarden.net/wiki/Drapion_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/b/b3/GO452.png/48px-GO452.png,Drapion,https://bulbapedia.bulbagarden.net/wiki/Drapion_(Pok%C3%A9mon),172,180,202,6253920,2453,2773,
453,https://bulbapedia.bulbagarden.net/wiki/Croagunk_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/9/9d/GO453.png/48px-GO453.png,Croagunk,https://bulbapedia.bulbagarden.net/wiki/Croagunk_(Pok%C3%A9mon),134,116,76,1181344,952,1077,
454,https://bulbapedia.bulbagarden.net/wiki/Toxicroak_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/5/5b/GO454.png/48px-GO454.png,Toxicroak,https://bulbapedia.bulbagarden.net/wiki/Toxicroak_(Pok%C3%A9mon),195,211,133,5472285,2488,2813,
455,https://bulbapedia.bulbagarden.net/wiki/Carnivine_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/a/ad/GO455.png/48px-GO455.png,Carnivine,https://bulbapedia.bulbagarden.net/wiki/Carnivine_(Pok%C3%A9mon),179,187,136,4552328,2159,2441,
456,https://bulbapedia.bulbagarden.net/wiki/Finneon_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/a/a4/GO456.png/48px-GO456.png,Finneon,https://bulbapedia.bulbagarden.net/wiki/Finneon_(Pok%C3%A9mon),135,96,116,1503360,971,1098,
457,https://bulbapedia.bulbagarden.net/wiki/Lumineon_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/3/39/GO457.png/48px-GO457.png,Lumineon,https://bulbapedia.bulbagarden.net/wiki/Lumineon_(Pok%C3%A9mon),170,142,170,4103800,1814,2050,
458,https://bulbapedia.bulbagarden.net/wiki/Mantyke_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/d/d9/GO458.png/48px-GO458.png,Mantyke,https://bulbapedia.bulbagarden.net/wiki/Mantyke_(Pok%C3%A9mon),128,105,179,2405760,1248,1411,
459,https://bulbapedia.bulbagarden.net/wiki/Snover_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/d/db/GO459.png/48px-GO459.png,Snover,https://bulbapedia.bulbagarden.net/wiki/Snover_(Pok%C3%A9mon),155,115,105,1871625,1159,1311,
460,https://bulbapedia.bulbagarden.net/wiki/Abomasnow_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/a/aa/GO460.png/48px-GO460.png,Abomasnow,https://bulbapedia.bulbagarden.net/wiki/Abomasnow_(Pok%C3%A9mon),207,178,158,5821668,2362,2670,
460M,https://bulbapedia.bulbagarden.net/wiki/Abomasnow_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/1/17/GO460M.png/48px-GO460M.png,Abomasnow,https://bulbapedia.bulbagarden.net/wiki/Abomasnow_(Pok%C3%A9mon),207,240,191,9488880,3405,3850,
461,https://bulbapedia.bulbagarden.net/wiki/Weavile_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/ef/GO461.png/48px-GO461.png,Weavile,https://bulbapedia.bulbagarden.net/wiki/Weavile_(Pok%C3%A9mon),172,243,171,7147116,3005,3397,
462,https://bulbapedia.bulbagarden.net/wiki/Magnezone_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/d/d1/GO462.png/48px-GO462.png,Magnezone,https://bulbapedia.bulbagarden.net/wiki/Magnezone_(Pok%C3%A9mon),172,238,205,8391880,3205,3623,
463,https://bulbapedia.bulbagarden.net/wiki/Lickilicky_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/3/30/GO463.png/48px-GO463.png,Lickilicky,https://bulbapedia.bulbagarden.net/wiki/Lickilicky_(Pok%C3%A9mon),242,161,181,7052122,2467,2789,
464,https://bulbapedia.bulbagarden.net/wiki/Rhyperior_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/4/4c/GO464.png/48px-GO464.png,Rhyperior,https://bulbapedia.bulbagarden.net/wiki/Rhyperior_(Pok%C3%A9mon),251,241,190,11493290,3733,4221,
465,https://bulbapedia.bulbagarden.net/wiki/Tangrowth_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/e5/GO465.png/48px-GO465.png,Tangrowth,https://bulbapedia.bulbagarden.net/wiki/Tangrowth_(Pok%C3%A9mon),225,207,184,8569800,3030,3425,
466,https://bulbapedia.bulbagarden.net/wiki/Electivire_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/d/d5/GO466.png/48px-GO466.png,Electivire,https://bulbapedia.bulbagarden.net/wiki/Electivire_(Pok%C3%A9mon),181,249,163,7346247,3079,3481,
467,https://bulbapedia.bulbagarden.net/wiki/Magmortar_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/7/75/GO467.png/48px-GO467.png,Magmortar,https://bulbapedia.bulbagarden.net/wiki/Magmortar_(Pok%C3%A9mon),181,247,172,7689604,3132,3541,
468,https://bulbapedia.bulbagarden.net/wiki/Togekiss_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/d/dc/GO468.png/48px-GO468.png,Togekiss,https://bulbapedia.bulbagarden.net/wiki/Togekiss_(Pok%C3%A9mon),198,225,217,9667350,3332,3767,
469,https://bulbapedia.bulbagarden.net/wiki/Yanmega_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/e1/GO469.png/48px-GO469.png,Yanmega,https://bulbapedia.bulbagarden.net/wiki/Yanmega_(Pok%C3%A9mon),200,231,156,7207200,2946,3330,
470,https://bulbapedia.bulbagarden.net/wiki/Leafeon_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/7/70/GO470.png/48px-GO470.png,Leafeon,https://bulbapedia.bulbagarden.net/wiki/Leafeon_(Pok%C3%A9mon),163,216,219,7710552,2944,3328,
471,https://bulbapedia.bulbagarden.net/wiki/Glaceon_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/1/11/GO471.png/48px-GO471.png,Glaceon,https://bulbapedia.bulbagarden.net/wiki/Glaceon_(Pok%C3%A9mon),163,238,205,7952770,3126,3535,
472,https://bulbapedia.bulbagarden.net/wiki/Gliscor_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/c2/GO472.png/48px-GO472.png,Gliscor,https://bulbapedia.bulbagarden.net/wiki/Gliscor_(Pok%C3%A9mon),181,185,222,7433670,2692,3043,
473,https://bulbapedia.bulbagarden.net/wiki/Mamoswine_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/1/1d/GO473.png/48px-GO473.png,Mamoswine,https://bulbapedia.bulbagarden.net/wiki/Mamoswine_(Pok%C3%A9mon),242,247,146,8727004,3328,3763,
474,https://bulbapedia.bulbagarden.net/wiki/Porygon-Z_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/1/1b/GO474.png/48px-GO474.png,Porygon-Z,https://bulbapedia.bulbagarden.net/wiki/Porygon-Z_(Pok%C3%A9mon),198,264,150,7840800,3266,3693,
475,https://bulbapedia.bulbagarden.net/wiki/Gallade_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/5/5d/GO475.png/48px-GO475.png,Gallade,https://bulbapedia.bulbagarden.net/wiki/Gallade_(Pok%C3%A9mon),169,237,195,7810335,3093,3497,
476,https://bulbapedia.bulbagarden.net/wiki/Probopass_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/6/64/GO476.png/48px-GO476.png,Probopass,https://bulbapedia.bulbagarden.net/wiki/Probopass_(Pok%C3%A9mon),155,135,275,5754375,2080,2351,
477,https://bulbapedia.bulbagarden.net/wiki/Dusknoir_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/e9/GO477.png/48px-GO477.png,Dusknoir,https://bulbapedia.bulbagarden.net/wiki/Dusknoir_(Pok%C3%A9mon),128,180,254,5852160,2388,2700,
478,https://bulbapedia.bulbagarden.net/wiki/Froslass_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/5/58/GO478.png/48px-GO478.png,Froslass,https://bulbapedia.bulbagarden.net/wiki/Froslass_(Pok%C3%A9mon),172,171,150,4411800,2040,2306,
479,https://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/f/f5/GO479.png/48px-GO479.png,Rotom,https://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon),137,185,159,4029855,2031,2296,
479F,https://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/f/f0/GO479F.png/48px-GO479F.png,Rotom,https://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon),137,204,219,6120612,2579,2916,
479R,https://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/1/15/GO479R.png/48px-GO479R.png,Rotom,https://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon),137,204,219,6120612,2579,2916,
479O,https://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/6/6f/GO479O.png/48px-GO479O.png,Rotom,https://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon),137,204,219,6120612,2579,2916,
479L,https://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/8/85/GO479L.png/48px-GO479L.png,Rotom,https://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon),137,204,219,6120612,2579,2916,
479W,https://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/c1/GO479W.png/48px-GO479W.png,Rotom,https://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon),137,204,219,6120612,2579,2916,
480,https://bulbapedia.bulbagarden.net/wiki/Uxie_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/5/5b/GO480.png/48px-GO480.png,Uxie,https://bulbapedia.bulbagarden.net/wiki/Uxie_(Pok%C3%A9mon),181,156,270,7623720,2524,2853,
481,https://bulbapedia.bulbagarden.net/wiki/Mesprit_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/f/fb/GO481.png/48px-GO481.png,Mesprit,https://bulbapedia.bulbagarden.net/wiki/Mesprit_(Pok%C3%A9mon),190,212,212,8539360,3058,3457,
482,https://bulbapedia.bulbagarden.net/wiki/Azelf_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/8/86/GO482.png/48px-GO482.png,Azelf,https://bulbapedia.bulbagarden.net/wiki/Azelf_(Pok%C3%A9mon),181,270,151,7379370,3210,3629,
483,https://bulbapedia.bulbagarden.net/wiki/Dialga_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/3/3a/GO483.png/48px-GO483.png,Dialga,https://bulbapedia.bulbagarden.net/wiki/Dialga_(Pok%C3%A9mon),205,275,211,11895125,4038,4565,
484,https://bulbapedia.bulbagarden.net/wiki/Palkia_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/3/3d/GO484.png/48px-GO484.png,Palkia,https://bulbapedia.bulbagarden.net/wiki/Palkia_(Pok%C3%A9mon),189,280,215,11377800,3991,4512,
485,https://bulbapedia.bulbagarden.net/wiki/Heatran_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/ed/GO485.png/48px-GO485.png,Heatran,https://bulbapedia.bulbagarden.net/wiki/Heatran_(Pok%C3%A9mon),209,251,213,11173767,3754,4244,
486,https://bulbapedia.bulbagarden.net/wiki/Regigigas_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/4/49/GO486.png/48px-GO486.png,Regigigas,https://bulbapedia.bulbagarden.net/wiki/Regigigas_(Pok%C3%A9mon),221,287,210,13319670,4346,4913,
487,https://bulbapedia.bulbagarden.net/wiki/Giratina_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/7/7e/GO487.png/48px-GO487.png,Giratina,https://bulbapedia.bulbagarden.net/wiki/Giratina_(Pok%C3%A9mon),284,187,225,11949300,3379,3820,
487O,https://bulbapedia.bulbagarden.net/wiki/Giratina_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/2/2c/GO487O.png/48px-GO487O.png,Giratina,https://bulbapedia.bulbagarden.net/wiki/Giratina_(Pok%C3%A9mon),284,225,187,11949300,3683,4164,
488,https://bulbapedia.bulbagarden.net/wiki/Cresselia_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/d/d1/GO488.png/48px-GO488.png,Cresselia,https://bulbapedia.bulbagarden.net/wiki/Cresselia_(Pok%C3%A9mon),260,152,258,10196160,2857,3230,
489,https://bulbapedia.bulbagarden.net/wiki/Phione_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/0/0a/GO489.png/48px-GO489.png,Phione,https://bulbapedia.bulbagarden.net/wiki/Phione_(Pok%C3%A9mon),190,162,162,4986360,2105,2380,
490,https://bulbapedia.bulbagarden.net/wiki/Manaphy_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/d/d1/GO490.png/48px-GO490.png,Manaphy,https://bulbapedia.bulbagarden.net/wiki/Manaphy_(Pok%C3%A9mon),225,210,210,9922500,3265,3691,
491,https://bulbapedia.bulbagarden.net/wiki/Darkrai_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/9/9d/GO491.png/48px-GO491.png,Darkrai,https://bulbapedia.bulbagarden.net/wiki/Darkrai_(Pok%C3%A9mon),172,285,198,9705960,3739,4227,
492,https://bulbapedia.bulbagarden.net/wiki/Shaymin_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/3/3b/GO492.png/48px-GO492.png,Shaymin,https://bulbapedia.bulbagarden.net/wiki/Shaymin_(Pok%C3%A9mon),225,210,210,9922500,3265,3691,
492S,https://bulbapedia.bulbagarden.net/wiki/Shaymin_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/f/fb/GO492S.png/48px-GO492S.png,Shaymin,https://bulbapedia.bulbagarden.net/wiki/Shaymin_(Pok%C3%A9mon),225,261,166,9748350,3592,4061,
493,https://bulbapedia.bulbagarden.net/wiki/Arceus_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/6/67/GO493.png/48px-GO493.png,Arceus,https://bulbapedia.bulbagarden.net/wiki/Arceus_(Pok%C3%A9mon),237,238,238,13424628,3989,4510,
494,https://bulbapedia.bulbagarden.net/wiki/Victini_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/a/a6/GO494.png/48px-GO494.png,Victini,https://bulbapedia.bulbagarden.net/wiki/Victini_(Pok%C3%A9mon),225,210,210,9922500,3265,3691,
495,https://bulbapedia.bulbagarden.net/wiki/Snivy_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/a/a1/GO495.png/48px-GO495.png,Snivy,https://bulbapedia.bulbagarden.net/wiki/Snivy_(Pok%C3%A9mon),128,88,107,1205248,849,960,
496,https://bulbapedia.bulbagarden.net/wiki/Servine_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/3/3d/GO496.png/48px-GO496.png,Servine,https://bulbapedia.bulbagarden.net/wiki/Servine_(Pok%C3%A9mon),155,122,152,2874320,1441,1629,
497,https://bulbapedia.bulbagarden.net/wiki/Serperior_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/ee/GO497.png/48px-GO497.png,Serperior,https://bulbapedia.bulbagarden.net/wiki/Serperior_(Pok%C3%A9mon),181,161,204,5944764,2277,2574,
498,https://bulbapedia.bulbagarden.net/wiki/Tepig_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/f/f4/GO498.png/48px-GO498.png,Tepig,https://bulbapedia.bulbagarden.net/wiki/Tepig_(Pok%C3%A9mon),163,115,85,1593325,1083,1224,
499,https://bulbapedia.bulbagarden.net/wiki/Pignite_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/5/51/GO499.png/48px-GO499.png,Pignite,https://bulbapedia.bulbagarden.net/wiki/Pignite_(Pok%C3%A9mon),207,173,106,3795966,1924,2175,
500,https://bulbapedia.bulbagarden.net/wiki/Emboar_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/f/f8/GO500.png/48px-GO500.png,Emboar,https://bulbapedia.bulbagarden.net/wiki/Emboar_(Pok%C3%A9mon),242,235,127,7222490,2982,3372,
501,https://bulbapedia.bulbagarden.net/wiki/Oshawott_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/2/24/GO501.png/48px-GO501.png,Oshawott,https://bulbapedia.bulbagarden.net/wiki/Oshawott_(Pok%C3%A9mon),146,117,85,1451970,1046,1182,
502,https://bulbapedia.bulbagarden.net/wiki/Dewott_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/1/1f/GO502.png/48px-GO502.png,Dewott,https://bulbapedia.bulbagarden.net/wiki/Dewott_(Pok%C3%A9mon),181,159,116,3338364,1741,1968,
503,https://bulbapedia.bulbagarden.net/wiki/Samurott_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/e6/GO503.png/48px-GO503.png,Samurott,https://bulbapedia.bulbagarden.net/wiki/Samurott_(Pok%C3%A9mon),216,212,157,7189344,2826,3194,
504,https://bulbapedia.bulbagarden.net/wiki/Patrat_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/8/84/GO504.png/48px-GO504.png,Patrat,https://bulbapedia.bulbagarden.net/wiki/Patrat_(Pok%C3%A9mon),128,98,73,915712,791,895,
505,https://bulbapedia.bulbagarden.net/wiki/Watchog_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/1/14/GO505.png/48px-GO505.png,Watchog,https://bulbapedia.bulbagarden.net/wiki/Watchog_(Pok%C3%A9mon),155,165,139,3554925,1819,2056,
506,https://bulbapedia.bulbagarden.net/wiki/Lillipup_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/7/75/GO506.png/48px-GO506.png,Lillipup,https://bulbapedia.bulbagarden.net/wiki/Lillipup_(Pok%C3%A9mon),128,107,86,1177856,915,1035,
507,https://bulbapedia.bulbagarden.net/wiki/Herdier_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/e5/GO507.png/48px-GO507.png,Herdier,https://bulbapedia.bulbagarden.net/wiki/Herdier_(Pok%C3%A9mon),163,145,126,2978010,1583,1789,
508,https://bulbapedia.bulbagarden.net/wiki/Stoutland_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/0/05/GO508.png/48px-GO508.png,Stoutland,https://bulbapedia.bulbagarden.net/wiki/Stoutland_(Pok%C3%A9mon),198,206,182,7423416,2827,3196,
509,https://bulbapedia.bulbagarden.net/wiki/Purrloin_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/2/25/GO509.png/48px-GO509.png,Purrloin,https://bulbapedia.bulbagarden.net/wiki/Purrloin_(Pok%C3%A9mon),121,98,73,865634,772,872,
510,https://bulbapedia.bulbagarden.net/wiki/Liepard_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/0/01/GO510.png/48px-GO510.png,Liepard,https://bulbapedia.bulbagarden.net/wiki/Liepard_(Pok%C3%A9mon),162,187,106,3211164,1846,2087,
511,https://bulbapedia.bulbagarden.net/wiki/Pansage_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/a/a5/GO511.png/48px-GO511.png,Pansage,https://bulbapedia.bulbagarden.net/wiki/Pansage_(Pok%C3%A9mon),137,104,94,1339312,956,1081,
512,https://bulbapedia.bulbagarden.net/wiki/Simisage_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/b/b6/GO512.png/48px-GO512.png,Simisage,https://bulbapedia.bulbagarden.net/wiki/Simisage_(Pok%C3%A9mon),181,206,133,4959038,2350,2657,
513,https://bulbapedia.bulbagarden.net/wiki/Pansear_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/7/71/GO513.png/48px-GO513.png,Pansear,https://bulbapedia.bulbagarden.net/wiki/Pansear_(Pok%C3%A9mon),137,104,94,1339312,956,1081,
514,https://bulbapedia.bulbagarden.net/wiki/Simisear_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/d/dd/GO514.png/48px-GO514.png,Simisear,https://bulbapedia.bulbagarden.net/wiki/Simisear_(Pok%C3%A9mon),181,206,133,4959038,2350,2657,
515,https://bulbapedia.bulbagarden.net/wiki/Panpour_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/7/7f/GO515.png/48px-GO515.png,Panpour,https://bulbapedia.bulbagarden.net/wiki/Panpour_(Pok%C3%A9mon),137,104,94,1339312,956,1081,
516,https://bulbapedia.bulbagarden.net/wiki/Simipour_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/f/fe/GO516.png/48px-GO516.png,Simipour,https://bulbapedia.bulbagarden.net/wiki/Simipour_(Pok%C3%A9mon),181,206,133,4959038,2350,2657,
517,https://bulbapedia.bulbagarden.net/wiki/Munna_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/6/65/GO517.png/48px-GO517.png,Munna,https://bulbapedia.bulbagarden.net/wiki/Munna_(Pok%C3%A9mon),183,111,92,1868796,1145,1294,
